sdtname,dtname,stname,number_of_cell_towers
Anjangaon Surji,Amravati,MAHARASHTRA,1
Anjar,Kachchh,GUJARAT,13
Anklav,Anand,GUJARAT,13
Anklesvar,Bharuch,GUJARAT,106
Ankola,Uttara Kannada,KARNATAKA,37
Antah,Baran,RAJASTHAN,22
Anugul,Anugul,ODISHA,22
Anumasamudrampeta,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,2
Anupgarh,Ganganagar,RAJASTHAN,5
Anupshahr,Bulandshahr,UTTAR PRADESH,4
Aonla,Bareilly,UTTAR PRADESH,13
Arakonam,Vellore,TAMILNADU,220
Araku Valley,Visakhapatnam,ANDHRA PRADESH,4
Arambag,Hugli,WEST BENGAL,5
Arang,Raipur,CHATTISGARH,11
Arani,Tiruvannamalai,TAMILNADU,34
Aranthangi,Pudukkottai,TAMILNADU,4
Araria,Araria,BIHAR,46
Aravakurichi,Karur,TAMILNADU,41
Arcot,Vellore,TAMILNADU,61
Ardhapur,Nanded,MAHARASHTRA,3
Areraj,Purba Champaran,BIHAR,6
Ariyalur,Ariyalur,TAMILNADU,25
Arkalgud,Hassan,KARNATAKA,80
Arki,Solan,HIMACHAL PRADESH,7
Armur,Nizamabad,TELANGANA,13
Aron,Guna,MADHYA PRADESH,4
Arrah,Bhojpur,BIHAR,60
Arsha,Puruliya,WEST BENGAL,8
Arsikere,Hassan,KARNATAKA,73
Aruppukkottai,Virudhunagar,TAMILNADU,63
Asansol Kulti Township,Paschim Bardhaman,WEST BENGAL,161
Ashta,Sehore,MADHYA PRADESH,24
Ashti,Bid,MAHARASHTRA,20
Asifabad,Kumuram Bheem Asifabad,TELANGANA,1
Asifnagar,Hyderabad,TELANGANA,247
Asind,Bhilwara,RAJASTHAN,5
Aspari,Kurnool,ANDHRA PRADESH,7
Aspur,Dungarpur,RAJASTHAN,2
Assandh,Karnal,HARYANA,1
Asthawan,Nalanda,BIHAR,9
Aswapuram,Bhadradri Kothagudem,TELANGANA,1
Aswaraopeta,Bhadradri Kothagudem,TELANGANA,3
Atchampet,Guntur,ANDHRA PRADESH,2
Atchutapuram,Visakhapatnam,ANDHRA PRADESH,4
Athagad,Cuttack,ODISHA,5
Athmalgola,Patna,BIHAR,9
Athner,Betul,MADHYA PRADESH,1
Athni,Belagavi,KARNATAKA,37
Atlur,Y.S.R.,ANDHRA PRADESH,1
Atmakur,Anantapur,ANDHRA PRADESH,2
Atmakur,Kurnool,ANDHRA PRADESH,7
Atmakur,Mahbubnagar,TELANGANA,6
Atmakur,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,7
Atmakur,Warangal,TELANGANA,7
Atmakur (M),Yadadri Bhuvanagiri,TELANGANA,4
Atpadi,Sangli,MAHARASHTRA,4
Atreyapuram,East Godavari,ANDHRA PRADESH,31
Atru,Baran,RAJASTHAN,2
Attabira,Bargarh,ODISHA,2
Attili,West Godavari,ANDHRA PRADESH,5
Attur,Dindigul,TAMILNADU,39
Attur,Salem,TAMILNADU,124
Aurad,Bidar,KARNATAKA,8
Aurai,Sant Ravidas Nagar (Bhadohi),UTTAR PRADESH,29
Auraiya,Auraiya,UTTAR PRADESH,89
Aurangabad,Aurangabad,BIHAR,33
Aurangabad,Aurangabad,MAHARASHTRA,352
Ausgram - I,Purba Bardhaman,WEST BENGAL,29
Ausgram - II,Purba Bardhaman,WEST BENGAL,40
Aut,Mandi,HIMACHAL PRADESH,12
Avanashi,Tiruppur,TAMILNADU,237
Avanigadda,Krishna,ANDHRA PRADESH,6
Avudayarkoil,Pudukkottai,TAMILNADU,5
Awantipora,Pulwama,JAMMU & KASHMIR,16
Azamgarh,Azamgarh,UTTAR PRADESH,27
Azamnagar,Katihar,BIHAR,13
Azara,Kamrup Metropolitan,ASSAM,428
B.Kodur,Y.S.R.,ANDHRA PRADESH,1
B.Kothakota,Chittoor,ANDHRA PRADESH,8
BHANJANAGAR,Ganjam,ODISHA,4
BRAHMAPUR SADAR,Ganjam,ODISHA,11
BUGUDA,Ganjam,ODISHA,3
Baba Bakala,Amritsar,PUNJAB,35
Babulgaon,Yavatmal,MAHARASHTRA,1
Bachannapet,Jangoan,TELANGANA,1
Bachhwara,Begusarai,BIHAR,3
Badachana,Jajapur,ODISHA,18
Badami,Bagalkote,KARNATAKA,24
Badangi,Vizianagaram,ANDHRA PRADESH,2
Baddi,Solan,HIMACHAL PRADESH,68
Badhra,Charki Dadri,HARYANA,2
Badlapur,Jaunpur,UTTAR PRADESH,33
Badmal,Jharsuguda,ODISHA,2
Badnagar,Ujjain,MADHYA PRADESH,2
Badnapur,Jalna,MAHARASHTRA,8
Badnawar,Dhar,MADHYA PRADESH,8
Baduria,North Twenty Four Parganas,WEST BENGAL,5
Badvel,Y.S.R.,ANDHRA PRADESH,5
Bagalkot,Bagalkote,KARNATAKA,121
Bagbahra,Mahasamund,CHATTISGARH,1
Bagda,North Twenty Four Parganas,WEST BENGAL,3
Bagepalli,Chikkaballapura,KARNATAKA,23
Bagha Purana,Moga,PUNJAB,3
Baghbor,Barpeta,ASSAM,2
Baghmara-Cum-Katras,Dhanbad,JHARKHAND,44
Baghpat,Baghpat,UTTAR PRADESH,106
Bagidora,Banswara,RAJASTHAN,11
Bagli,Dewas,MADHYA PRADESH,3
Bagmundi,Puruliya,WEST BENGAL,2
Bagnan - I,Haora,WEST BENGAL,7
Bagnan - II,Haora,WEST BENGAL,17
Bagodar,Giridih,JHARKHAND,7
Bah,Agra,UTTAR PRADESH,3
Bahadurgarh,Jhajjar,HARYANA,253
Bahadurpur,Darbhanga,BIHAR,15
Baharagora,Purbi Singhbhum,JHARKHAND,3
Baheri,Bareilly,UTTAR PRADESH,9
Bahoriband,Katni,MADHYA PRADESH,5
Bahour Taluk,Puducherry,PUDUCHERRY,52
Bahraich,Bahraich,UTTAR PRADESH,1
Baijnath,Kangra,HIMACHAL PRADESH,19
Baikunthpur,Gopalganj,BIHAR,2
Baikunthpur,Koriya,CHATTISGARH,1
Baireddipalle,Chittoor,ANDHRA PRADESH,5
Bairgania,Sitamarhi,BIHAR,1
Bairia,Ballia,UTTAR PRADESH,3
Baisi,Purnia,BIHAR,17
Baisinga,Mayurbhanj,ODISHA,2
Bajali (Pt),Barpeta,ASSAM,17
Bajna,Ratlam,MADHYA PRADESH,1
Bajpur,Udham Singh Nagar,UTTARAKHAND,7
Bakavand,Bastar,CHATTISGARH,1
Bakhri,Begusarai,BIHAR,1
Bakhtiarpur,Patna,BIHAR,25
Bakshi Ka Talab,Lucknow,UTTAR PRADESH,18
Balachaur,Shahid Bhagat Singh Nagar,PUNJAB,52
Balagarh,Hugli,WEST BENGAL,18
Balaghat,Balaghat,MADHYA PRADESH,9
Balanagar,Mahbubnagar,TELANGANA,36
Balanagar,Rangareddy,TELANGANA,1508
Balangir,Balangir,ODISHA,3
Balapur,Akola,MAHARASHTRA,5
Balaramgadi Marine,Baleshwar,ODISHA,3
Balarampur,Puruliya,WEST BENGAL,7
Balayapalle,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,1
Baldeogarh,Tikamgarh,MADHYA PRADESH,1
Baldwara,Mandi,HIMACHAL PRADESH,3
Baleshwar (M),Baleshwar,ODISHA,7
Baleshwar Sadar,Baleshwar,ODISHA,8
Bali,Pali,RAJASTHAN,45
Balia,Begusarai,BIHAR,9
Balianta,Khordha,ODISHA,6
Baliapur,Dhanbad,JHARKHAND,67
Balichandrapur,Jajapur,ODISHA,3
Balipatna,Khordha,ODISHA,5
Balkonda,Nizamabad,TELANGANA,21
Ballabgarh,Faridabad,HARYANA,25
Ballarpur,Chandrapur,MAHARASHTRA,14
Ballia,Ballia,UTTAR PRADESH,32
Ballikurava,Prakasam,ANDHRA PRADESH,2
Bally Jagachha,Haora,WEST BENGAL,46
Balmoor,Mahbubnagar,TELANGANA,1
Balod,Balod,CHATTISGARH,1
Balrampur,Balrampur,UTTAR PRADESH,9
Balrampur,Katihar,BIHAR,7
Balugaon,Khordha,ODISHA,37
Balurghat,Dakshin Dinajpur,WEST BENGAL,20
Bamangola,Maldah,WEST BENGAL,5
Bampada,Baleshwar,ODISHA,4
Banaganapalle,Kurnool,ANDHRA PRADESH,3
Banarpal,Anugul,ODISHA,2
Banda,Banda,UTTAR PRADESH,31
Bandgaon,Pashchimi Singhbhum,JHARKHAND,1
Bandhogarh,Umaria,MADHYA PRADESH,2
Bandi Atmakur,Kurnool,ANDHRA PRADESH,1
Bandipora,Bandipore,JAMMU & KASHMIR,1
Bandlaguda,Hyderabad,TELANGANA,117
Banei,Sundargarh,ODISHA,3
Banekuchi,Nalbari,ASSAM,1
Banera,Bhilwara,RAJASTHAN,14
Bangalore East,Bangalore,KARNATAKA,8191
Bangalore North,Bangalore,KARNATAKA,15564
Bangalore South,Bangalore,KARNATAKA,9872
Bangana,Una,HIMACHAL PRADESH,7
Bangarapet,Kolar,KARNATAKA,163
Bangarupalem,Chittoor,ANDHRA PRADESH,18
Bangomunda,Balangir,ODISHA,1
Baniapur,Saran,BIHAR,1
Banigochha,Nayagarh,ODISHA,1
Banjar,Kullu,HIMACHAL PRADESH,2
Banjaria,Purba Champaran,BIHAR,11
Banka,Banka,BIHAR,14
Bankatwa,Purba Champaran,BIHAR,2
Bankhedi,Hoshangabad,MADHYA PRADESH,3
Banki,Cuttack,ODISHA,2
Bankura - I,Bankura,WEST BENGAL,28
Bankura - II,Bankura,WEST BENGAL,17
Banmankhi,Purnia,BIHAR,19
Bansada,Bhadrak,ODISHA,1
Bansda,Navsari,GUJARAT,1
Bansgaon,Gorakhpur,UTTAR PRADESH,1
Bansi,Siddharthnagar,UTTAR PRADESH,7
Bansihari,Dakshin Dinajpur,WEST BENGAL,2
Bansur,Alwar,RAJASTHAN,4
Banswada,Nizamabad,TELANGANA,9
Banswara,Banswara,RAJASTHAN,22
Bantumilli,Krishna,ANDHRA PRADESH,7
Bantval,Dakshina Kannada,KARNATAKA,313
Bantwaram,Rangareddy,TELANGANA,1
Bapatla,Guntur,ANDHRA PRADESH,75
Bapulapadu,Krishna,ANDHRA PRADESH,29
Bara,Prayagraj,UTTAR PRADESH,6
Barabani,Paschim Bardhaman,WEST BENGAL,2
Barabazar,Puruliya,WEST BENGAL,1
Barachatti,Gaya,BIHAR,8
Baragaon,Sundargarh,ODISHA,6
Barahat,Banka,BIHAR,7
Barahiya,Lakhisarai,BIHAR,9
Baramati,Pune,MAHARASHTRA,20
Baramkela,Raigarh,CHATTISGARH,5
Baramulla,Baramula,JAMMU & KASHMIR,46
Baran,Baran,RAJASTHAN,12
Barang,Cuttack,ODISHA,8
Barara,Ambala,HARYANA,61
Barari,Katihar,BIHAR,3
Barasat - I,North Twenty Four Parganas,WEST BENGAL,80
Barasat - II,North Twenty Four Parganas,WEST BENGAL,49
Barauli,Gopalganj,BIHAR,3
Barauni,Begusarai,BIHAR,36
Baraut,Baghpat,UTTAR PRADESH,30
Barbhag,Nalbari,ASSAM,5
Barbigha,Sheikhpura,BIHAR,5
Bardez,North Goa,GOA,298
Bardoli,Surat,GUJARAT,37
Bareilly,Bareilly,UTTAR PRADESH,319
Bargarh,Bargarh,ODISHA,18
Bargarh Sadar,Bargarh,ODISHA,16
Barh,Patna,BIHAR,23
Barhaj,Deoria,UTTAR PRADESH,11
Barhampur,Buxar,BIHAR,7
Barhara,Purnia,BIHAR,5
Barharia,Siwan,BIHAR,2
Barharwa,Sahibganj,JHARKHAND,13
Barhat,Jamui,BIHAR,4
Barhi,Hazaribagh,JHARKHAND,13
Bari,Dhaulpur,RAJASTHAN,2
Bari Sadri,Chittaurgarh,RAJASTHAN,5
Baripada (M),Mayurbhanj,ODISHA,8
Baripada Sadar,Mayurbhanj,ODISHA,8
Baripada Town,Mayurbhanj,ODISHA,9
Barjora,Bankura,WEST BENGAL,27
Barkatha,Hazaribagh,JHARKHAND,1
Barkot,Debagarh,ODISHA,2
Barmer,Barmer,RAJASTHAN,43
Barnagar (Pt),Baksa,ASSAM,13
Barnagar (Pt),Barpeta,ASSAM,4
Barnala,Barnala,PUNJAB,17
Baroh,Kangra,HIMACHAL PRADESH,6
Barrackpur - I,North Twenty Four Parganas,WEST BENGAL,91
Barrackpur - II,North Twenty Four Parganas,WEST BENGAL,588
Barsahi,Mayurbhanj,ODISHA,2
Barsar,Hamirpur,HIMACHAL PRADESH,18
Barshi,Solapur,MAHARASHTRA,1
Barsoi,Katihar,BIHAR,12
Baruipur,South Twenty Four Parganas,WEST BENGAL,29
Barun,Aurangabad,BIHAR,25
Baruraj (Motipur),Muzaffarpur,BIHAR,2
Barwaha,West Nimar,MADHYA PRADESH,11
Barwala,Botad,GUJARAT,12
Basavakalyan,Bidar,KARNATAKA,29
Basavana Bagevadi,Vijayapura,KARNATAKA,48
Baseri,Dhaulpur,RAJASTHAN,10
Basheerabad,Rangareddy,TELANGANA,3
Basirhat - I,North Twenty Four Parganas,WEST BENGAL,21
Basirhat - II,North Twenty Four Parganas,WEST BENGAL,9
Basna,Mahasamund,CHATTISGARH,3
Basoda,Vidisha,MADHYA PRADESH,20
Bassi,Jaipur,RAJASTHAN,145
Bassi Pathana,Fatehgarh Sahib,PUNJAB,11
Basta,Baleshwar,ODISHA,11
Bastar,Bastar,CHATTISGARH,1
Basti,Basti,UTTAR PRADESH,47
Baswa,Dausa,RAJASTHAN,81
Batala,Gurdaspur,PUNJAB,9
Bathalapalle,Anantapur,ANDHRA PRADESH,4
Bathinda,Bathinda,PUNJAB,100
Baudh Sadar,Baudh,ODISHA,1
Bausi,Banka,BIHAR,1
Bavla,Ahmadabad,GUJARAT,53
Bawal,Rewari,HARYANA,60
Bawani Khera,Bhiwani,HARYANA,5
Bayana,Bharatpur,RAJASTHAN,38
Baytoo,Barmer,RAJASTHAN,7
Beawar,Ajmer,RAJASTHAN,126
Becharaji,Mahesana,GUJARAT,3
Beejoliya,Bhilwara,RAJASTHAN,21
Beerwah,Badgam,JAMMU & KASHMIR,9
Begun,Chittaurgarh,RAJASTHAN,8
Begunia,Khordha,ODISHA,2
Begusarai,Begusarai,BIHAR,57
Behat,Saharanpur,UTTAR PRADESH,18
Behea,Bhojpur,BIHAR,18
Behror,Alwar,RAJASTHAN,236
Bejjanki,Karimnagar,TELANGANA,5
Belaganj,Gaya,BIHAR,4
Beldanga - I,Murshidabad,WEST BENGAL,2
Beldanga - II,Murshidabad,WEST BENGAL,7
Belgaum,Belagavi,KARNATAKA,464
Bellamkonda,Guntur,ANDHRA PRADESH,2
Bellampalle,Adilabad,TELANGANA,27
Bellary,Ballari,KARNATAKA,281
Belpahar,Jharsuguda,ODISHA,7
Beltangadi,Dakshina Kannada,KARNATAKA,95
Beluguppa,Anantapur,ANDHRA PRADESH,2
Belur,Hassan,KARNATAKA,97
Bemetara,Bametara,CHATTISGARH,1
Ben,Nalanda,BIHAR,1
Bengabad,Giridih,JHARKHAND,21
Bengtol,Bongaigaon,ASSAM,1
Bengtol,Chirang,ASSAM,8
Benipatti,Madhubani,BIHAR,8
Benipur,Darbhanga,BIHAR,2
Berhampore,Murshidabad,WEST BENGAL,86
Beri,Jhajjar,HARYANA,1
Berinag,Pithoragarh,UTTARAKHAND,5
Bermo,Bokaro,JHARKHAND,15
Bero,Ranchi,JHARKHAND,2
Betanati,Mayurbhanj,ODISHA,1
Bethamcherla,Kurnool,ANDHRA PRADESH,3
Bettiah,Pashchim Champaran,BIHAR,31
Betul,Betul,MADHYA PRADESH,38
Bhabhar,Banas Kantha,GUJARAT,1
Bhabua,Kaimur (Bhabua),BIHAR,2
Bhachau,Kachchh,GUJARAT,14
Bhaderwah,Doda,JAMMU & KASHMIR,3
Bhadesar,Chittaurgarh,RAJASTHAN,5
Bhadgaon,Jalgaon,MAHARASHTRA,4
Bhadohi,Sant Ravidas Nagar (Bhadohi),UTTAR PRADESH,6
Bhadra,Hanumangarh,RAJASTHAN,6
Bhadrak Rural,Bhadrak,ODISHA,10
Bhadravati,Chandrapur,MAHARASHTRA,8
Bhadravati,Shivamogga,KARNATAKA,48
Bhagawangola - I,Murshidabad,WEST BENGAL,12
Bhagawangola - II,Murshidabad,WEST BENGAL,1
Bhagawanpur - I,Purba Medinipur,WEST BENGAL,12
Bhagawanpur - II,Purba Medinipur,WEST BENGAL,10
Bhagwanpur,Vaishali,BIHAR,22
Bhainsa,Adilabad,TELANGANA,21
Bhainsdehi,Betul,MADHYA PRADESH,3
Bhalki,Bidar,KARNATAKA,11
Bhandara,Bhandara,MAHARASHTRA,5
Bhandari Pokhari,Bhadrak,ODISHA,1
Bhander,Datia,MADHYA PRADESH,3
Bhangar - I,South Twenty Four Parganas,WEST BENGAL,7
Bhangar - II,South Twenty Four Parganas,WEST BENGAL,8
Bhanoli,"Almora
",UTTARAKHAND,1
Bhanpura,Mandsaur,MADHYA PRADESH,2
Bhanupratappur,Uttar Bastar Kanker,CHATTISGARH,2
Bharari,Bilaspur,HIMACHAL PRADESH,3
Bharatpur,Bharatpur,RAJASTHAN,139
Bharatpur - I,Murshidabad,WEST BENGAL,6
Bharatpur - II,Murshidabad,WEST BENGAL,1
Bharthana,Etawah,UTTAR PRADESH,58
Bharuch,Bharuch,GUJARAT,152
Bharwain,Una,HIMACHAL PRADESH,2
Bhatapara,Baloda Bazar,CHATTISGARH,3
Bhatar,Purba Bardhaman,WEST BENGAL,11
Bhatkal,Uttara Kannada,KARNATAKA,70
Bhatpar Rani,Deoria,UTTAR PRADESH,3
Bhattiprolu,Guntur,ANDHRA PRADESH,15
Bhattiyat,Chamba,HIMACHAL PRADESH,9
Bhatwari,Uttarkashi,UTTARAKHAND,7
Bhavani,Erode,TAMILNADU,60
Bhavnagar,Bhavnagar,GUJARAT,73
Bhavra,Alirajpur,MADHYA PRADESH,3
Bhawanipur,Purnia,BIHAR,10
Bheemadevarpalle,WARANGAL URBAN,TELANGANA,4
Bheemunipatnam,Visakhapatnam,ANDHRA PRADESH,41
Bhiknoor,Nizamabad,TELANGANA,23
Bhiloda,Aravalli,GUJARAT,7
Bhilwara,Bhilwara,RAJASTHAN,100
Bhim,Rajsamand,RAJASTHAN,27
Bhimadole,West Godavari,ANDHRA PRADESH,11
Bhimavaram,West Godavari,ANDHRA PRADESH,80
Bhinay,Ajmer,RAJASTHAN,9
Bhinga,Shrawasti,UTTAR PRADESH,1
Bhinmal,Jalor,RAJASTHAN,8
Bhiwandi,Thane,MAHARASHTRA,508
Bhiwani,Bhiwani,HARYANA,33
Bhiwapur,Nagpur,MAHARASHTRA,2
Bhogaon,Mainpuri,UTTAR PRADESH,8
Bhogapuram,Vizianagaram,ANDHRA PRADESH,14
Bhognipur,Kanpur Dehat,UTTAR PRADESH,14
Bhongir,Yadadri Bhuvanagiri,TELANGANA,93
Bhoothpur,Mahbubnagar,TELANGANA,37
Bhopalgarh,Jodhpur,RAJASTHAN,31
Bhor,Pune,MAHARASHTRA,62
Bhoranj,Hamirpur,HIMACHAL PRADESH,2
Bhorey,Gopalganj,BIHAR,7
Bhubaneswar (M.Corp.),Khordha,ODISHA,430
Bhuj,Kachchh,GUJARAT,41
Bhulath,Kapurthala,PUNJAB,9
Bhum,Osmanabad,MAHARASHTRA,5
Bhupalpalle,Warangal,TELANGANA,16
Bhusawal,Jalgaon,MAHARASHTRA,17
Biaora,Rajgarh,MADHYA PRADESH,1
Bibhutpur,Samastipur,BIHAR,1
Bibinagar,Yadadri Bhuvanagiri,TELANGANA,28
Biccavolu,East Godavari,ANDHRA PRADESH,12
Bichhiya,Mandla,MADHYA PRADESH,1
Bichhua,Chhindwara,MADHYA PRADESH,2
Bichkunda,Nizamabad,TELANGANA,8
Bicholim,North Goa,GOA,44
Bid,Bid,MAHARASHTRA,18
Bidar,Bidar,KARNATAKA,184
Bidhuna,Auraiya,UTTAR PRADESH,36
Bidupur,Vaishali,BIHAR,10
Bighapur,Unnao,UTTAR PRADESH,10
Bihar,Nalanda,BIHAR,33
Bihariganj,Madhepura,BIHAR,1
Bihpur,Bhagalpur,BIHAR,3
Bihta,Patna,BIHAR,66
Bijapur,Vijayapura,KARNATAKA,197
Bijbehara,Anantnag,JAMMU & KASHMIR,10
Bijinapalle,Mahbubnagar,TELANGANA,5
Bijni (Pt),Kamrup,ASSAM,20
Bijnor,Bijnor,UTTAR PRADESH,68
Bikaner,Bikaner,RAJASTHAN,180
Bikram,Patna,BIHAR,1
Bikramganj,Rohtas,BIHAR,25
Bikrampur,Anugul,ODISHA,2
Bilara,Jodhpur,RAJASTHAN,35
Bilari,Moradabad,UTTAR PRADESH,5
Bilaspur,Bilaspur,CHATTISGARH,90
Bilaspur,Rampur,UTTAR PRADESH,38
Bilaspur,Yamunanagar,HARYANA,12
Bilaspur Sadar,Bilaspur,HIMACHAL PRADESH,62
Bilgi,Bagalkote,KARNATAKA,10
Bilgram,Hardoi,UTTAR PRADESH,3
Bilha,Bilaspur,CHATTISGARH,24
Bilhaur,Kanpur Nagar,UTTAR PRADESH,2
Bilkhawthlir,Kolasib,MIZORAM,4
Bina,Sagar,MADHYA PRADESH,23
Bindki,Fatehpur,UTTAR PRADESH,24
Binpur - II,Jhargram,WEST BENGAL,5
Biramitrapur,Sundargarh,ODISHA,9
Biraul,Darbhanga,BIHAR,4
Biridi,Jagatsinghapur,ODISHA,2
Birkoor,Nizamabad,TELANGANA,3
Birni,Giridih,JHARKHAND,1
Birsinghpur,Satna,MADHYA PRADESH,1
Bisauli,Budaun,UTTAR PRADESH,20
Bishalgarh,Sipahijala,TRIPURA,11
Bishnupur,Bishnupur,MANIPUR,6
Bishnupur - I,South Twenty Four Parganas,WEST BENGAL,26
Bishnupur - II,South Twenty Four Parganas,WEST BENGAL,5
Bishrampur,Palamu,JHARKHAND,7
Biswan,Sitapur,UTTAR PRADESH,1
Biswanath,Sonitpur,ASSAM,5
Boarijor,Godda,JHARKHAND,2
Boath,Adilabad,TELANGANA,1
Bobbili,Vizianagaram,ANDHRA PRADESH,18
Bochaha,Muzaffarpur,BIHAR,10
Bodh Gaya,Gaya,BIHAR,91
Bodhan,Nizamabad,TELANGANA,31
Bodinayakanur,Theni,TAMILNADU,29
Bodla,Kabeerdham,CHATTISGARH,4
Bodvad,Jalgaon,MAHARASHTRA,1
Bogole,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,15
Boinpalle,Rajanna Sircilla,TELANGANA,5
Boitamari,Bongaigaon,ASSAM,6
Bokafa,South Tripura,TRIPURA,3
Bokakhat,Golaghat,ASSAM,1
