operator,city_name,deployment_type,status,lat,long
Airtel,Kohima,5G NR,Commercial Availability,25.6586,94.10533
Airtel,Aizawl,5G NR,Commercial Availability,23.72711,92.71764
Airtel,Gangtok,5G NR,Commercial Availability,27.33894,88.6065
Airtel,Silchar,5G NR,Commercial Availability,24.83327,92.77891
Airtel,Dibrugarh,5G NR,Commercial Availability,27.47283,94.91196
Airtel,Tinsukia,5G NR,Commercial Availability,27.49219,95.34678
Airtel,Ajmer,5G NR,Commercial Availability,26.4499,74.63992
Airtel,Alwar,5G NR,Commercial Availability,27.55299,76.63457
Airtel,Bargarh,5G NR,Commercial Availability,21.33323,83.61889
Airtel,Barh,5G NR,Commercial Availability,25.47759,85.70909
Airtel,Begusarai,5G NR,Commercial Availability,25.41668,86.12938
Airtel,Bhawanipatna,5G NR,Commercial Availability,19.90743,83.16416
Airtel,Bhilwara,5G NR,Commercial Availability,25.32138,74.58695
Airtel,Bihar Sharif,5G NR,Commercial Availability,25.19821,85.51487
Airtel,Bihta,5G NR,Commercial Availability,25.56332,84.86981
Airtel,Bikaner,5G NR,Commercial Availability,28.02293,73.31192
Airtel,Dhenkanal,5G NR,Commercial Availability,20.65035,85.59722
Airtel,Gopalganj,5G NR,Commercial Availability,23.01301,89.82241
Airtel,Haridwar,5G NR,Commercial Availability,29.94569,78.16425
Airtel,Jharsuguda,5G NR,Commercial Availability,21.85544,84.00617
Airtel,Jodhpur,5G NR,Commercial Availability,26.2967719,73.0351433
Airtel,Katihar,5G NR,Commercial Availability,25.55205,87.57186
Airtel,Kishanganj,5G NR,Commercial Availability,26.09174,87.93838
Airtel,Nawada,5G NR,Commercial Availability,24.89108,85.53547
Airtel,Paradeep,5G NR,Commercial Availability,20.31655,86.61136
Airtel,Purnia,5G NR,Commercial Availability,25.82574,87.48453
Airtel,Sonepur,5G NR,Commercial Availability,25.69837,85.16608
Airtel,Ananthapuram,5G NR,Commercial Availability,14.68073,78.64826
Airtel,Anantnag,5G NR,Commercial Availability,33.73113,75.1487
Airtel,Anugul,5G NR,Commercial Availability,20.85736,84.96228
Airtel,Asansol,5G NR,Commercial Availability,23.67395,86.9524
Airtel,Ayodhya,5G NR,Commercial Availability,26.78796,82.19855
Airtel,Baramulla,5G NR,Commercial Availability,34.19905,74.34995
Airtel,Berhampore,5G NR,Commercial Availability,24.09883,88.26793
Airtel,Bharuch,5G NR,Commercial Availability,21.70514,72.99587
Airtel,Bhavnagar,5G NR,Commercial Availability,21.76447,72.15193
Airtel,Bilaspur,5G NR,Commercial Availability,22.07963,82.13914
Airtel,Chandigarh,5G NR,Commercial Availability,30.73331,76.77942
Airtel,Darjeeling,5G NR,Commercial Availability,27.03601,88.26268
Airtel,Dimapur,5G NR,Commercial Availability,25.86299,93.75367
Airtel,Dinhata,5G NR,Commercial Availability,26.12906,89.46949
Airtel,Durg,5G NR,Commercial Availability,21.19045,81.28492
Airtel,Jalpaiguri,5G NR,Commercial Availability,26.54348,88.72053
Airtel,Jamnagar,5G NR,Commercial Availability,22.4707,70.05773
Airtel,Jhansi,5G NR,Commercial Availability,25.44843,78.56846
Airtel,Jorhat,5G NR,Commercial Availability,26.74652,94.20259
Airtel,Katra,5G NR,Commercial Availability,32.9915,74.93182
Airtel,Kharagpur,5G NR,Commercial Availability,22.34601,87.23198
Airtel,Manali,5G NR,Commercial Availability,32.23963,77.18871
Airtel,Mohali,5G NR,Commercial Availability,30.7041168,76.7176885
Airtel,Motihari,5G NR,Commercial Availability,26.64696,84.90889
Airtel,Nellore,5G NR,Commercial Availability,14.4426,79.98646
Airtel,Panchkula,5G NR,Commercial Availability,30.69421,76.86057
Airtel,Raebareli,5G NR,Commercial Availability,26.23453,81.24087
Airtel,Rajouri,5G NR,Commercial Availability,33.37161,74.31519
Airtel,Shahjahanpur,5G NR,Commercial Availability,27.88374,79.91225
Airtel,Solan,5G NR,Commercial Availability,30.90449,77.09674
Airtel,Tezpur,5G NR,Commercial Availability,26.65285,92.79256
Airtel,Kadapa,5G NR,Commercial Availability,14.46735,78.82413
Airtel,Ongole,5G NR,Commercial Availability,15.50572,80.04992
Airtel,Eluru,5G NR,Commercial Availability,16.71066,81.09524
Airtel,Vizianagaram,5G NR,Commercial Availability,18.10666,83.39555
Airtel,Araria,5G NR,Commercial Availability,26.13114,87.44553
Airtel,Jahanabad,5G NR,Commercial Availability,25.21393,84.98955
Airtel,Forbesganj,5G NR,Commercial Availability,26.29927,87.26661
Airtel,Siwan,5G NR,Commercial Availability,26.21962,84.35666
Airtel,Saharsa,5G NR,Commercial Availability,25.8835,86.60062
Airtel,Madhepura,5G NR,Commercial Availability,25.92869,86.79098
Airtel,Lakhisarai,5G NR,Commercial Availability,25.16736,86.09883
Airtel,Sultanganj,5G NR,Commercial Availability,25.24013,86.74044
Airtel,Jamui,5G NR,Commercial Availability,24.91951,86.22472
Airtel,Gaya,5G NR,Commercial Availability,24.79545,84.99943
Airtel,Khagaria,5G NR,Commercial Availability,25.51115,86.47691
Airtel,Bettiah,5G NR,Commercial Availability,26.8028,84.51698
Airtel,Navsari,5G NR,Commercial Availability,20.9467,72.95203
Airtel,Morbi,5G NR,Commercial Availability,22.81199,70.82362
Airtel,Junagadh,5G NR,Commercial Availability,21.52218,70.45788
Airtel,Vapi,5G NR,Commercial Availability,20.38932,72.91062
Airtel,Anand,5G NR,Commercial Availability,22.56452,72.92887
Airtel,Ankleshwar,5G NR,Commercial Availability,21.62642,73.0152
Airtel,Nadiad,5G NR,Commercial Availability,22.69159,72.86336
Airtel,Mehsana,5G NR,Commercial Availability,23.58796,72.36933
Airtel,Kalol,5G NR,Commercial Availability,23.24639,72.50865
Airtel,Bhuj,5G NR,Commercial Availability,23.242,69.66693
Airtel,Kangra,5G NR,Commercial Availability,32.0998,76.2691
Airtel,Kullu,5G NR,Commercial Availability,31.95785,77.10946
Airtel,Palampur,5G NR,Commercial Availability,32.11086,76.53625
Airtel,Nalagarh,5G NR,Commercial Availability,31.04456,76.70479
Airtel,Deoghar,5G NR,Commercial Availability,24.47632,86.69132
Airtel,Adityapur,5G NR,Commercial Availability,23.42335,88.72895
Airtel,Dhanbad,5G NR,Commercial Availability,23.79565,86.43039
Airtel,Bokaro Steel City,5G NR,Commercial Availability,23.6693,86.15111
Airtel,Ramgarh,5G NR,Commercial Availability,23.63322,85.51487
Airtel,Khunti,5G NR,Commercial Availability,23.07976,85.27742
Airtel,Hazaribagh,5G NR,Commercial Availability,23.99662,85.36911
Airtel,Mangaluru,5G NR,Commercial Availability,12.91414,74.85596
Airtel,Mysuru,5G NR,Commercial Availability,12.29581,76.63938
Airtel,Ponnani,5G NR,Commercial Availability,10.76772,75.9259
Airtel,Kochi,5G NR,Commercial Availability,9.93123,76.2673
Airtel,Tirurangadi,5G NR,Commercial Availability,11.03536,75.92724
Airtel,Vengara,5G NR,Commercial Availability,11.05101,75.98253
Airtel,Tirur,5G NR,Commercial Availability,10.91463,75.92209
Airtel,Kollam,5G NR,Commercial Availability,8.89321,76.61414
Airtel,Aluva,5G NR,Commercial Availability,10.10757,76.34566
Airtel,Muvattupuzha,5G NR,Commercial Availability,9.98942,76.57897
Airtel,Palakkad,5G NR,Commercial Availability,10.78673,76.65479
Airtel,Cheruvannur,5G NR,Commercial Availability,11.56097,75.69353
Airtel,Kayamkulam,5G NR,Commercial Availability,9.18437,76.51516
Airtel,Dhule,5G NR,Commercial Availability,20.90422,74.7749
Airtel,Nashik,5G NR,Commercial Availability,19.99745,73.7898
Airtel,Achalpur,5G NR,Commercial Availability,21.25758,77.50868
Airtel,Udgir,5G NR,Commercial Availability,18.39429,77.1126
Airtel,Yavatmal,5G NR,Commercial Availability,20.38879,78.12041
Airtel,Sinnar,5G NR,Commercial Availability,19.85306,74.00063
Airtel,Bhandara,5G NR,Commercial Availability,21.17501,79.65582
Airtel,Aurangabad,5G NR,Commercial Availability,19.87617,75.34331
Airtel,Jalgaon,5G NR,Commercial Availability,21.00766,75.5626
Airtel,Parbhani,5G NR,Commercial Availability,19.261,76.77667
Airtel,Thane,5G NR,Commercial Availability,19.21833,72.97809
Airtel,Buldana,5G NR,Commercial Availability,20.52921,76.18417
Airtel,Khamgaon,5G NR,Commercial Availability,20.71162,76.56613
Airtel,Dewas,5G NR,Commercial Availability,22.96227,76.05079
Airtel,Jabalpur,5G NR,Commercial Availability,23.18147,79.98641
Airtel,Sagar,5G NR,Commercial Availability,23.838656,78.737815
Airtel,Chhatarpur,5G NR,Commercial Availability,24.91636,79.58118
Airtel,Pithampur,5G NR,Commercial Availability,22.61325,75.68229
Airtel,Churachandpur,5G NR,Commercial Availability,24.34275,93.69783
Airtel,Kendrapara,5G NR,Commercial Availability,20.49691,86.42885
Airtel,Jajpur,5G NR,Commercial Availability,20.8341,86.33261
Airtel,Balangir,5G NR,Commercial Availability,20.70742,83.48427
Airtel,Talcher,5G NR,Commercial Availability,20.9501,85.21682
Airtel,Ludhiana,5G NR,Commercial Availability,30.9090157,75.851601
Airtel,Dera Bassi,5G NR,Commercial Availability,30.5964,76.84327
Airtel,Kharar,5G NR,Commercial Availability,30.74888,76.64136
Airtel,Zirakpur,5G NR,Commercial Availability,30.64255,76.81734
Airtel,Bhiwadi,5G NR,Commercial Availability,28.20882,76.8446
Airtel,Pali,5G NR,Commercial Availability,30.49432,77.9553
Airtel,Sri Ganganagar,5G NR,Commercial Availability,29.90384,73.87719
Airtel,Sikar,5G NR,Commercial Availability,27.6094,75.13991
Airtel,Vellore,5G NR,Commercial Availability,12.91652,79.1325
Airtel,Salem,5G NR,Commercial Availability,11.66433,78.14601
Airtel,Tiruppur,5G NR,Commercial Availability,11.10852,77.34107
Airtel,Tirunelveli,5G NR,Commercial Availability,8.71391,77.75665
Airtel,Nizamabad,5G NR,Commercial Availability,18.6725,78.09409
Airtel,Khammam,5G NR,Commercial Availability,17.24725,80.15144
Airtel,Ramagundam,5G NR,Commercial Availability,18.75955,79.48164
Airtel,Barabanki,5G NR,Commercial Availability,26.94,81.19
Airtel,Chandauli,5G NR,Commercial Availability,25.26046,83.26627
Airtel,Banda,5G NR,Commercial Availability,25.47962,80.33802
Airtel,Hardoi,5G NR,Commercial Availability,27.39863,80.13169
Airtel,Maharajganj,5G NR,Commercial Availability,27.1446,83.56217
Airtel,Kushinagar,5G NR,Commercial Availability,26.74593,83.91355
Airtel,Jaunpur,5G NR,Commercial Availability,25.749,82.6987
Airtel,Balrampur,5G NR,Commercial Availability,27.42971,82.1768
Airtel,Mau,5G NR,Commercial Availability,25.94964,83.55864
Airtel,Gonda,5G NR,Commercial Availability,27.13399,81.9619
Airtel,Bareilly,5G NR,Commercial Availability,28.36704,79.43044
Airtel,Aligarh,5G NR,Commercial Availability,27.89739,78.08801
Airtel,Durgapur,5G NR,Commercial Availability,23.52044,87.31192
Airtel,Bardhaman,5G NR,Commercial Availability,23.231418,87.861368
Airtel,Old Malda,5G NR,Commercial Availability,25.05573,88.13646
Airtel,Medinipur,5G NR,Commercial Availability,22.43089,87.32149
Airtel,Cooch Behar,5G NR,Commercial Availability,26.33569,89.44585
Airtel,Alipurduar,5G NR,Commercial Availability,26.49189,89.5271
Airtel,Balurghat,5G NR,Commercial Availability,25.23728,88.78306
Airtel,Raiganj,5G NR,Commercial Availability,25.61853,88.12558
Airtel,Islampur,5G NR,Commercial Availability,25.14295,85.20515
Airtel,Port Blair,5G NR,Commercial Availability,11.62338,92.72648
Airtel,Anakapalle,5G NR,Commercial Availability,17.68959,82.99773
Airtel,Tadepalligudem,5G NR,Commercial Availability,16.81384,81.52124
Airtel,Adoni,5G NR,Commercial Availability,15.63222,77.27284
Airtel,Chilakaluripet,5G NR,Commercial Availability,16.09243,80.16239
Airtel,Kadiri,5G NR,Commercial Availability,14.11303,78.16056
Airtel,Gadwal,5G NR,Commercial Availability,16.23366,77.80814
Airtel,Kandukur,5G NR,Commercial Availability,15.21972,79.90248
Airtel,Pulivendula,5G NR,Commercial Availability,14.42223,78.22634
Airtel,Tadipatri,5G NR,Commercial Availability,14.90703,78.00927
Airtel,Bongaigaon,5G NR,Commercial Availability,26.501,90.53524
Airtel,Howly,5G NR,Commercial Availability,26.42322,90.98007
Airtel,Badarpur,5G NR,Commercial Availability,24.86451,92.56438
Airtel,Bokakhat,5G NR,Commercial Availability,26.62147,93.61165
Airtel,Barpeta Road,5G NR,Commercial Availability,26.50167,90.97012
Airtel,Biswanath Charali,5G NR,Commercial Availability,26.72666,93.14785
Airtel,Golaghat,5G NR,Commercial Availability,26.52385,93.96234
Airtel,Diphu,5G NR,Commercial Availability,25.84653,93.42987
Airtel,Fatwah,5G NR,Commercial Availability,25.508513,85.303088
Airtel,Hajipur,5G NR,Commercial Availability,25.68584,85.21459
Airtel,Arrah,5G NR,Commercial Availability,25.55604,84.66033
Airtel,Sasaram,5G NR,Commercial Availability,24.94904,84.03143
Airtel,Darbhanga,5G NR,Commercial Availability,26.11187,85.896
Airtel,Chapra,5G NR,Commercial Availability,23.51553,88.54928
Airtel,Madhubani,5G NR,Commercial Availability,26.34685,86.07155
Airtel,Samastipur,5G NR,Commercial Availability,25.86297,85.78103
Airtel,Sitamarhi,5G NR,Commercial Availability,26.59525,85.48084
Airtel,Buxar,5G NR,Commercial Availability,25.56471,83.97775
Airtel,Daudnagar,5G NR,Commercial Availability,25.03323,84.39888
Airtel,Dumra,5G NR,Commercial Availability,23.7914,86.21331
Airtel,Dehri,5G NR,Commercial Availability,22.5976,77.74807
Airtel,Jainagar,5G NR,Commercial Availability,29.03835,79.36627
Airtel,Munger,5G NR,Commercial Availability,25.37476,86.47353
Airtel,Supaul,5G NR,Commercial Availability,26.10501,86.30344
Airtel,Raigarh,5G NR,Commercial Availability,21.8974,83.39496
Airtel,Rajnandgaon,5G NR,Commercial Availability,21.0971,81.03022
Airtel,Surendranagar,5G NR,Commercial Availability,22.72013,71.64954
Airtel,Gandhidham,5G NR,Commercial Availability,23.0753,70.13367
Airtel,Mundra,5G NR,Commercial Availability,22.83952,69.72133
Airtel,Palanpur,5G NR,Commercial Availability,24.17405,72.4331
Airtel,Silvassa,5G NR,Commercial Availability,20.27627,73.00831
Airtel,Valsad,5G NR,Commercial Availability,20.59923,72.93425
Airtel,Kadiri,5G NR,Commercial Availability,14.11303,78.16056
Airtel,Botad,5G NR,Commercial Availability,22.17042,71.66843
Airtel,Changodar,5G NR,Commercial Availability,22.91812,72.44061
Airtel,Chhatral,5G NR,Commercial Availability,23.28397,72.44357
Airtel,Gondal,5G NR,Commercial Availability,21.96195,70.7923
Airtel,Veraval,5G NR,Commercial Availability,20.9159,70.36285
Airtel,Navagam,5G NR,Commercial Availability,22.48341,70.07206
Airtel,Dholka,5G NR,Commercial Availability,22.74284,72.44357
Airtel,Idar,5G NR,Commercial Availability,23.83951,73.00064
Airtel,Sarigam,5G NR,Commercial Availability,20.28601,72.85746
Airtel,Sihor,5G NR,Commercial Availability,23.1788,72.04534
Airtel,Kurukshetra,5G NR,Commercial Availability,29.96951,76.87828
Airtel,Sirsa,5G NR,Commercial Availability,29.53359,75.0177
Airtel,Saha,5G NR,Commercial Availability,30.30061,76.96719
Airtel,Una,5G NR,Commercial Availability,20.8235,71.04086
Airtel,Chamba,5G NR,Commercial Availability,32.55336,76.12581
Airtel,Paonta Sahib,5G NR,Commercial Availability,30.44528,77.60206
Airtel,Ramgarh,5G NR,Commercial Availability,23.63322,85.51487
Airtel,Chaibasa,5G NR,Commercial Availability,22.54744,85.80254
Airtel,Garhwa,5G NR,Commercial Availability,24.1549,83.79956
Airtel,Giridih,5G NR,Commercial Availability,24.19135,86.29964
Airtel,Simdega,5G NR,Commercial Availability,22.61511,84.496
Airtel,Dumka,5G NR,Commercial Availability,24.28547,87.24193
Airtel,Daltonganj,5G NR,Commercial Availability,24.04204,84.09072
Airtel,Sopore,5G NR,Commercial Availability,34.28676,74.4624
Airtel,Tral,5G NR,Commercial Availability,33.93422,75.11367
Airtel,Handwara,5G NR,Commercial Availability,34.39962,74.28175
Airtel,Poonch,5G NR,Commercial Availability,33.767,74.0924
Airtel,Kishtwar,5G NR,Commercial Availability,33.31159,75.76622
Airtel,Shopian,5G NR,Commercial Availability,33.717,74.83609
Airtel,Purana Droorh,5G NR,Commercial Availability,32.9844,74.96179
Airtel,Bhaderwah,5G NR,Commercial Availability,32.98303,75.71098
Airtel,Alappuzha,5G NR,Commercial Availability,9.49807,76.33885
Airtel,Malappuram,5G NR,Commercial Availability,11.07318,76.074
Airtel,Manjeri,5G NR,Commercial Availability,11.1203,76.11997
Airtel,Guruvayur,5G NR,Commercial Availability,10.59525,76.03626
Airtel,Kannamangalam,5G NR,Commercial Availability,11.09091,75.98116
Airtel,Moonniyur,5G NR,Commercial Availability,11.07482,75.89205
Airtel,Choornikkara,5G NR,Commercial Availability,10.08998,76.33861
Airtel,Paravur,5G NR,Commercial Availability,8.81419,76.66726
Airtel,Pirayiri,5G NR,Commercial Availability,10.78094,76.61119
Airtel,Koottilangadi,5G NR,Commercial Availability,11.0443,76.1059
Airtel,Kottayam,5G NR,Commercial Availability,9.59157,76.52215
Airtel,Abdul Rahiman Nagar,5G NR,Commercial Availability,11.06982,75.93879
Airtel,Cheranalloor,5G NR,Commercial Availability,10.17679,76.47511
Airtel,Kodungallur,5G NR,Commercial Availability,10.22443,76.19777
Airtel,Malayinkeezh,5G NR,Commercial Availability,8.49017,77.03605
Airtel,Neduva,5G NR,Commercial Availability,11.05669,75.86686
Airtel,Perumbaikad,5G NR,Commercial Availability,9.61835,76.53148
Airtel,Ponmundam,5G NR,Commercial Availability,10.96266,75.95213
Airtel,Tanur,5G NR,Commercial Availability,10.98203,75.8754
Airtel,Neyyattinkara,5G NR,Commercial Availability,8.40165,77.08712
Airtel,Chelambra,5G NR,Commercial Availability,11.15244,75.86716
Airtel,Irinjalakuda,5G NR,Commercial Availability,10.34467,76.20937
Airtel,Kadungalloor,5G NR,Commercial Availability,10.10899,76.3261
Airtel,Olavanna,5G NR,Commercial Availability,11.22419,75.82904
Airtel,Othukkungal,5G NR,Commercial Availability,11.02612,76.02436
Airtel,Pattambi,5G NR,Commercial Availability,10.80678,76.19649
Airtel,Kalaburagi,5G NR,Commercial Availability,17.32973,76.8343
Airtel,Hassan,5G NR,Commercial Availability,28.71206,75.77919
Airtel,Raichur,5G NR,Commercial Availability,16.212,77.34393
Airtel,Rewa,5G NR,Commercial Availability,24.53528,81.303633
Airtel,Satna,5G NR,Commercial Availability,24.60051,80.83224
Airtel,Guna,5G NR,Commercial Availability,24.6476632,77.3161782
Airtel,Shivpuri,5G NR,Commercial Availability,25.4235256,77.6551422
Airtel,Vidisha,5G NR,Commercial Availability,23.52511,77.80814
Airtel,Katni,5G NR,Commercial Availability,23.83085,80.40723
Airtel,Mandsaur,5G NR,Commercial Availability,24.0682898,75.0742388
Airtel,Ratlam,5G NR,Commercial Availability,23.33417,75.03763
Airtel,Singrauli,5G NR,Commercial Availability,24.1974432,82.6661453
Airtel,Chhindwara,5G NR,Commercial Availability,22.05744,78.93817
Airtel,Morena,5G NR,Commercial Availability,26.4909914,77.9813656
Airtel,Neemuch,5G NR,Commercial Availability,24.4650023,74.8689508
Airtel,Itarsi,5G NR,Commercial Availability,22.6124961,77.762753
Airtel,Solapur,5G NR,Commercial Availability,17.65992,75.90639
Airtel,Ahmednagar,5G NR,Commercial Availability,19.092952,74.7493451
Airtel,Amravati,5G NR,Commercial Availability,20.93742,77.77955
Airtel,Sangli,5G NR,Commercial Availability,16.8524,74.58148
Airtel,Kolhapur,5G NR,Commercial Availability,16.70499,74.24325
Airtel,Jalna,5G NR,Commercial Availability,19.82969,75.88003
Airtel,Nanded,5G NR,Commercial Availability,19.13825,77.32096
Airtel,Malegaon,5G NR,Commercial Availability,20.55475,74.51003
Airtel,Satara,5G NR,Commercial Availability,17.68046,74.01826
Airtel,Wardha,5G NR,Commercial Availability,20.74532,78.60219
Airtel,Jaysingpur,5G NR,Commercial Availability,16.7789886,74.5564244
Airtel,Karad,5G NR,Commercial Availability,17.2852127,74.1822147
Airtel,Badlapur,5G NR,Commercial Availability,20.78078305,76.93220904
Airtel,Daund,5G NR,Commercial Availability,18.4610039,74.5790616
Airtel,Junnar,5G NR,Commercial Availability,19.2094471,73.8771937
Airtel,Akluj,5G NR,Commercial Availability,17.8930069,75.0204482
Airtel,Alibag,5G NR,Commercial Availability,18.65539,72.86708
Airtel,Hingoli,5G NR,Commercial Availability,19.7158472,77.1388362
Airtel,Shahapur,5G NR,Commercial Availability,19.4517936,73.3265956
Airtel,Shirur,5G NR,Commercial Availability,21.29184355,78.06199063
Airtel,Murtijapur,5G NR,Commercial Availability,20.73641375,77.36051184
Airtel,Osmanabad,5G NR,Commercial Availability,18.1853567,76.0420253
Airtel,Vasai,5G NR,Commercial Availability,19.3428238,72.805441
Airtel,Chandrapur,5G NR,Commercial Availability,19.97046,79.30148
Airtel,Daryapur Banosa,5G NR,Commercial Availability,20.92379,77.34967
Airtel,Igatpuri,5G NR,Commercial Availability,19.6952545,73.5651436
Airtel,Nandura,5G NR,Commercial Availability,20.8333388,76.45659319
Airtel,Vaijapur,5G NR,Commercial Availability,19.9266272,74.7286135
Airtel,Naharlagun,5G NR,Commercial Availability,27.1032229,93.6923098
Airtel,Belonia,5G NR,Commercial Availability,23.2497879,91.4550309
Airtel,Bishalgarh,5G NR,Commercial Availability,23.6734538,91.2829028
Airtel,Lunglei,5G NR,Commercial Availability,22.86707,92.76554
