operator,city_name,deployment_type,status,lat,long
Airtel,Howly,5G NR,Commercial Availability,26.42322,90.98007
Airtel,Badarpur,5G NR,Commercial Availability,24.86451,92.56438
Airtel,Bokakhat,5G NR,Commercial Availability,26.62147,93.61165
Airtel,Barpeta Road,5G NR,Commercial Availability,26.50167,90.97012
Airtel,Biswanath Charali,5G NR,Commercial Availability,26.72666,93.14785
Airtel,Golaghat,5G NR,Commercial Availability,26.52385,93.96234
Airtel,Diphu,5G NR,Commercial Availability,25.84653,93.42987
Airtel,Fatwah,5G NR,Commercial Availability,25.508513,85.303088
Airtel,Hajipur,5G NR,Commercial Availability,25.68584,85.21459
Airtel,Arrah,5G NR,Commercial Availability,25.55604,84.66033
Airtel,Sasaram,5G NR,Commercial Availability,24.94904,84.03143
Airtel,Darbhanga,5G NR,Commercial Availability,26.11187,85.896
Airtel,Chapra,5G NR,Commercial Availability,23.51553,88.54928
Airtel,Madhubani,5G NR,Commercial Availability,26.34685,86.07155
Airtel,Samastipur,5G NR,Commercial Availability,25.86297,85.78103
Airtel,Sitamarhi,5G NR,Commercial Availability,26.59525,85.48084
Airtel,Buxar,5G NR,Commercial Availability,25.56471,83.97775
Airtel,Daudnagar,5G NR,Commercial Availability,25.03323,84.39888
Airtel,Dumra,5G NR,Commercial Availability,23.7914,86.21331
Airtel,Dehri,5G NR,Commercial Availability,22.5976,77.74807
Airtel,Jainagar,5G NR,Commercial Availability,29.03835,79.36627
Airtel,Munger,5G NR,Commercial Availability,25.37476,86.47353
Airtel,Supaul,5G NR,Commercial Availability,26.10501,86.30344
Airtel,Raigarh,5G NR,Commercial Availability,21.8974,83.39496
Airtel,Rajnandgaon,5G NR,Commercial Availability,21.0971,81.03022
Airtel,Surendranagar,5G NR,Commercial Availability,22.72013,71.64954
Airtel,Gandhidham,5G NR,Commercial Availability,23.0753,70.13367
Airtel,Mundra,5G NR,Commercial Availability,22.83952,69.72133
Airtel,Palanpur,5G NR,Commercial Availability,24.17405,72.4331
Airtel,Silvassa,5G NR,Commercial Availability,20.27627,73.00831
Airtel,Valsad,5G NR,Commercial Availability,20.59923,72.93425
Airtel,Kadiri,5G NR,Commercial Availability,14.11303,78.16056
Airtel,Botad,5G NR,Commercial Availability,22.17042,71.66843
Airtel,Changodar,5G NR,Commercial Availability,22.91812,72.44061
Airtel,Chhatral,5G NR,Commercial Availability,23.28397,72.44357
Airtel,Gondal,5G NR,Commercial Availability,21.96195,70.7923
Airtel,Veraval,5G NR,Commercial Availability,20.9159,70.36285
Airtel,Navagam,5G NR,Commercial Availability,22.48341,70.07206
Airtel,Dholka,5G NR,Commercial Availability,22.74284,72.44357
Airtel,Idar,5G NR,Commercial Availability,23.83951,73.00064
Airtel,Sarigam,5G NR,Commercial Availability,20.28601,72.85746
Airtel,Sihor,5G NR,Commercial Availability,23.1788,72.04534
Airtel,Kurukshetra,5G NR,Commercial Availability,29.96951,76.87828
Airtel,Sirsa,5G NR,Commercial Availability,29.53359,75.0177
Airtel,Saha,5G NR,Commercial Availability,30.30061,76.96719
Airtel,Una,5G NR,Commercial Availability,20.8235,71.04086
Airtel,Chamba,5G NR,Commercial Availability,32.55336,76.12581
Airtel,Paonta Sahib,5G NR,Commercial Availability,30.44528,77.60206
Airtel,Ramgarh,5G NR,Commercial Availability,23.63322,85.51487
Airtel,Chaibasa,5G NR,Commercial Availability,22.54744,85.80254
Airtel,Garhwa,5G NR,Commercial Availability,24.1549,83.79956
Airtel,Giridih,5G NR,Commercial Availability,24.19135,86.29964
Airtel,Simdega,5G NR,Commercial Availability,22.61511,84.496
Airtel,Dumka,5G NR,Commercial Availability,24.28547,87.24193
Airtel,Daltonganj,5G NR,Commercial Availability,24.04204,84.09072
Airtel,Sopore,5G NR,Commercial Availability,34.28676,74.4624
Airtel,Tral,5G NR,Commercial Availability,33.93422,75.11367
Airtel,Handwara,5G NR,Commercial Availability,34.39962,74.28175
Airtel,Poonch,5G NR,Commercial Availability,33.767,74.0924
Airtel,Kishtwar,5G NR,Commercial Availability,33.31159,75.76622
Airtel,Shopian,5G NR,Commercial Availability,33.717,74.83609
Airtel,Purana Droorh,5G NR,Commercial Availability,32.9844,74.96179
Airtel,Bhaderwah,5G NR,Commercial Availability,32.98303,75.71098
Airtel,Alappuzha,5G NR,Commercial Availability,9.49807,76.33885
Airtel,Malappuram,5G NR,Commercial Availability,11.07318,76.074
Airtel,Manjeri,5G NR,Commercial Availability,11.1203,76.11997
Airtel,Guruvayur,5G NR,Commercial Availability,10.59525,76.03626
Airtel,Kannamangalam,5G NR,Commercial Availability,11.09091,75.98116
Airtel,Moonniyur,5G NR,Commercial Availability,11.07482,75.89205
Airtel,Choornikkara,5G NR,Commercial Availability,10.08998,76.33861
Airtel,Paravur,5G NR,Commercial Availability,8.81419,76.66726
Airtel,Pirayiri,5G NR,Commercial Availability,10.78094,76.61119
Airtel,Koottilangadi,5G NR,Commercial Availability,11.0443,76.1059
Airtel,Kottayam,5G NR,Commercial Availability,9.59157,76.52215
Airtel,Abdul Rahiman Nagar,5G NR,Commercial Availability,11.06982,75.93879
Airtel,Cheranalloor,5G NR,Commercial Availability,10.17679,76.47511
Airtel,Kodungallur,5G NR,Commercial Availability,10.22443,76.19777
Airtel,Malayinkeezh,5G NR,Commercial Availability,8.49017,77.03605
Airtel,Neduva,5G NR,Commercial Availability,11.05669,75.86686
Airtel,Perumbaikad,5G NR,Commercial Availability,9.61835,76.53148
Airtel,Ponmundam,5G NR,Commercial Availability,10.96266,75.95213
Airtel,Tanur,5G NR,Commercial Availability,10.98203,75.8754
Airtel,Neyyattinkara,5G NR,Commercial Availability,8.40165,77.08712
Airtel,Chelambra,5G NR,Commercial Availability,11.15244,75.86716
Airtel,Irinjalakuda,5G NR,Commercial Availability,10.34467,76.20937
Airtel,Kadungalloor,5G NR,Commercial Availability,10.10899,76.3261
Airtel,Olavanna,5G NR,Commercial Availability,11.22419,75.82904
Airtel,Othukkungal,5G NR,Commercial Availability,11.02612,76.02436
Airtel,Pattambi,5G NR,Commercial Availability,10.80678,76.19649
Airtel,Kalaburagi,5G NR,Commercial Availability,17.32973,76.8343
Airtel,Hassan,5G NR,Commercial Availability,28.71206,75.77919
Airtel,Raichur,5G NR,Commercial Availability,16.212,77.34393
Airtel,Rewa,5G NR,Commercial Availability,24.53528,81.303633
Airtel,Satna,5G NR,Commercial Availability,24.60051,80.83224
Airtel,Guna,5G NR,Commercial Availability,24.6476632,77.3161782
Airtel,Shivpuri,5G NR,Commercial Availability,25.4235256,77.6551422
Airtel,Vidisha,5G NR,Commercial Availability,23.52511,77.80814
Airtel,Katni,5G NR,Commercial Availability,23.83085,80.40723
Airtel,Mandsaur,5G NR,Commercial Availability,24.0682898,75.0742388
Airtel,Ratlam,5G NR,Commercial Availability,23.33417,75.03763
Airtel,Singrauli,5G NR,Commercial Availability,24.1974432,82.6661453
Airtel,Chhindwara,5G NR,Commercial Availability,22.05744,78.93817
Airtel,Morena,5G NR,Commercial Availability,26.4909914,77.9813656
Airtel,Neemuch,5G NR,Commercial Availability,24.4650023,74.8689508
Airtel,Itarsi,5G NR,Commercial Availability,22.6124961,77.762753
Airtel,Solapur,5G NR,Commercial Availability,17.65992,75.90639
Airtel,Ahmednagar,5G NR,Commercial Availability,19.092952,74.7493451
Airtel,Amravati,5G NR,Commercial Availability,20.93742,77.77955
Airtel,Sangli,5G NR,Commercial Availability,16.8524,74.58148
Airtel,Kolhapur,5G NR,Commercial Availability,16.70499,74.24325
Airtel,Jalna,5G NR,Commercial Availability,19.82969,75.88003
Airtel,Nanded,5G NR,Commercial Availability,19.13825,77.32096
Airtel,Malegaon,5G NR,Commercial Availability,20.55475,74.51003
Airtel,Satara,5G NR,Commercial Availability,17.68046,74.01826
Airtel,Wardha,5G NR,Commercial Availability,20.74532,78.60219
Airtel,Jaysingpur,5G NR,Commercial Availability,16.7789886,74.5564244
Airtel,Karad,5G NR,Commercial Availability,17.2852127,74.1822147
Airtel,Badlapur,5G NR,Commercial Availability,20.78078305,76.93220904
Airtel,Daund,5G NR,Commercial Availability,18.4610039,74.5790616
Airtel,Junnar,5G NR,Commercial Availability,19.2094471,73.8771937
Airtel,Akluj,5G NR,Commercial Availability,17.8930069,75.0204482
Airtel,Alibag,5G NR,Commercial Availability,18.65539,72.86708
Airtel,Hingoli,5G NR,Commercial Availability,19.7158472,77.1388362
Airtel,Shahapur,5G NR,Commercial Availability,19.4517936,73.3265956
Airtel,Shirur,5G NR,Commercial Availability,21.29184355,78.06199063
Airtel,Murtijapur,5G NR,Commercial Availability,20.73641375,77.36051184
Airtel,Osmanabad,5G NR,Commercial Availability,18.1853567,76.0420253
Airtel,Vasai,5G NR,Commercial Availability,19.3428238,72.805441
Airtel,Chandrapur,5G NR,Commercial Availability,19.97046,79.30148
Airtel,Daryapur Banosa,5G NR,Commercial Availability,20.92379,77.34967
Airtel,Igatpuri,5G NR,Commercial Availability,19.6952545,73.5651436
Airtel,Nandura,5G NR,Commercial Availability,20.8333388,76.45659319
Airtel,Vaijapur,5G NR,Commercial Availability,19.9266272,74.7286135
Airtel,Naharlagun,5G NR,Commercial Availability,27.1032229,93.6923098
Airtel,Belonia,5G NR,Commercial Availability,23.2497879,91.4550309
Airtel,Bishalgarh,5G NR,Commercial Availability,23.6734538,91.2829028
Airtel,Lunglei,5G NR,Commercial Availability,22.86707,92.76554
Airtel,Pasighat,5G NR,Commercial Availability,28.0589676,95.3324944
Airtel,Sekmai Bazar,5G NR,Commercial Availability,24.9461413,93.8810116
Airtel,Baripada,5G NR,Commercial Availability,21.93223,86.75169
Airtel,Malkangiri,5G NR,Commercial Availability,18.34359,81.88253
Airtel,Bhanjanagar,5G NR,Commercial Availability,19.9247124,84.5810104
Airtel,Nuapada,5G NR,Commercial Availability,20.8085208,82.5340241
Airtel,Jagatsinghpur,5G NR,Commercial Availability,20.2593872,86.1660878
Airtel,Jeypore,5G NR,Commercial Availability,18.8587537,82.5720034
Airtel,Nowrangpur,5G NR,Commercial Availability,19.22814,82.54699
Airtel,Pattamundai,5G NR,Commercial Availability,20.58549,86.5661
Airtel,Amritsar,5G NR,Commercial Availability,31.63398,74.87226
Airtel,Neemrana,5G NR,Commercial Availability,27.9921616,76.3856561
Airtel,Dausa,5G NR,Commercial Availability,26.893342,76.3376514
Airtel,Vijaynagar,5G NR,Commercial Availability,22.42243,70.76853
Airtel,Erode,5G NR,Commercial Availability,11.34104,77.71716
Airtel,Puducherry,5G NR,Commercial Availability,11.91386,79.81447
Airtel,Thoothukudi,5G NR,Commercial Availability,8.76417,78.13484
Airtel,Cuddalore,5G NR,Commercial Availability,11.7447,79.76802
Airtel,Nagercoil,5G NR,Commercial Availability,8.18329,77.4119
Airtel,Dindigul,5G NR,Commercial Availability,10.36731,77.98029
Airtel,Thanjavur,5G NR,Commercial Availability,10.787,79.13783
Airtel,Kanchipuram,5G NR,Commercial Availability,12.818259,79.694695
Airtel,Karur,5G NR,Commercial Availability,10.96008,78.0766
Airtel,Thiruvallur,5G NR,Commercial Availability,11.59162,75.67263
Airtel,Palladam,5G NR,Commercial Availability,10.9962313,77.2835582
Airtel,Sulur,5G NR,Commercial Availability,11.0268912,77.1258565
Airtel,Sangareddy,5G NR,Commercial Availability,17.61942,78.08231
Airtel,Yellandu,5G NR,Commercial Availability,17.5915639,80.3216885
Airtel,Kamareddy,5G NR,Commercial Availability,18.3222091,78.3387118
Airtel,Peddapalle,5G NR,Commercial Availability,16.1722391,77.760645
Airtel,Vikarabad,5G NR,Commercial Availability,17.3379216,77.9039857
Airtel,Fatehpur,5G NR,Commercial Availability,25.9250809,80.8009461
Airtel,Basti,5G NR,Commercial Availability,26.7895579,82.7231355
Airtel,Jalaun,5G NR,Commercial Availability,26.1431896,79.3335685
Airtel,Bahraich,5G NR,Commercial Availability,27.5752,81.5954
Airtel,Chitrakoot,5G NR,Commercial Availability,25.2158257,80.9164001
Airtel,Haldia,5G NR,Commercial Availability,22.028124,88.0632655
Airtel,Ranaghat,5G NR,Commercial Availability,23.1738124,88.563677
Airtel,Contai,5G NR,Commercial Availability,21.7805923,87.7448286
Airtel,Krishnanagar,5G NR,Commercial Availability,23.4058481,88.4958935
Airtel,Purulia,5G NR,Commercial Availability,23.33208,86.36521
Airtel,Bangaon,5G NR,Commercial Availability,25.86524,86.51276
Airtel,Bankura,5G NR,Commercial Availability,23.23241,87.0786
Airtel,Kolaghat,5G NR,Commercial Availability,22.4302039,87.8623899
Airtel,Bolpur,5G NR,Commercial Availability,23.661154,87.6962424
Airtel,Panskura,5G NR,Commercial Availability,22.3994709,87.7175073
Airtel,Tamluk,5G NR,Commercial Availability,22.2896984,87.9255933
Airtel,Dafarpur,5G NR,Commercial Availability,24.44411,88.10229
Airtel,Bagnan,5G NR,Commercial Availability,22.46711,87.97023
Airtel,Bara Suzapur,5G NR,Commercial Availability,24.90545,88.09374
Airtel,Kalikapur Barasat,5G NR,Commercial Availability,22.22059,88.44645
Reliance Jio,Gangtok,5G NR,Commercial Availability,27.33894,88.6065
Reliance Jio,Bandarulanka,5G NR,Commercial Availability,16.5868087,81.9692743
Reliance Jio,Bapatla,5G NR,Commercial Availability,15.9052608,80.4680501
Reliance Jio,Bobbili,5G NR,Commercial Availability,18.5748202,83.3522594
Reliance Jio,Gavaravaram,5G NR,Commercial Availability,17.8748072,82.967529
Reliance Jio,Gudur,5G NR,Commercial Availability,16.2159096,81.0815906
Reliance Jio,Guntupalle,5G NR,Commercial Availability,16.5684883,80.547691
Reliance Jio,Ibrahimpatnam,5G NR,Commercial Availability,16.5940017,80.5225271
Reliance Jio,Jarjapupeta,5G NR,Commercial Availability,18.1804626,83.4401938
Reliance Jio,Kanapaka,5G NR,Commercial Availability,18.1207817,83.3854064
Reliance Jio,Kandukur,5G NR,Commercial Availability,15.21972,79.90248
Reliance Jio,Kankipadu,5G NR,Commercial Availability,16.438705,80.7647019
Reliance Jio,Kanuru,5G NR,Commercial Availability,16.8361413,81.7246127
Reliance Jio,Katheru,5G NR,Commercial Availability,17.0375016,81.7815745
Reliance Jio,Kothavalasa,5G NR,Commercial Availability,18.7006942,83.3229119
Reliance Jio,Mamidalapadu,5G NR,Commercial Availability,15.8535232,78.0145716
Reliance Jio,Mandapeta,5G NR,Commercial Availability,16.8634704,81.9300945
Reliance Jio,Mangalagiri,5G NR,Commercial Availability,16.4318209,80.5688069
Reliance Jio,Mangalam,5G NR,Commercial Availability,13.2774168,79.6977772
Reliance Jio,Markapur,5G NR,Commercial Availability,15.7406698,79.2698502
Reliance Jio,Morampudi,5G NR,Commercial Availability,16.99145,81.8114085
Reliance Jio,Murakambattu,5G NR,Commercial Availability,13.2461144,79.1173018
Reliance Jio,Nandyal,5G NR,Commercial Availability,15.4736293,78.4806592
Reliance Jio,Narasapur,5G NR,Commercial Availability,16.6165393,81.8655966
Reliance Jio,Nuzvid,5G NR,Commercial Availability,16.7907012,80.8476103
Reliance Jio,Papampeta,5G NR,Commercial Availability,17.745926,82.6444754
Reliance Jio,Payakaraopeta,5G NR,Commercial Availability,17.3641297,82.5572101
Reliance Jio,Peddapuram,5G NR,Commercial Availability,17.0756029,82.14331
Reliance Jio,Piduguralla,5G NR,Commercial Availability,16.480614,79.8892261
Reliance Jio,Pithapuram,5G NR,Commercial Availability,17.1133426,82.2543331
Reliance Jio,Ponnur,5G NR,Commercial Availability,16.0683776,80.5522462
Reliance Jio,Rajahmundry,5G NR,Commercial Availability,17.0050454,81.7804732
Reliance Jio,Ramanayyapeta,5G NR,Commercial Availability,17.3201351,82.1009338
Reliance Jio,Ramavarappadu,5G NR,Commercial Availability,14.9489289,79.8541579
Reliance Jio,Rayadurg,5G NR,Commercial Availability,14.7006174,76.8495095
Reliance Jio,Renigunta,5G NR,Commercial Availability,13.6384508,79.5105191
Reliance Jio,Satrampadu,5G NR,Commercial Availability,16.7089881,81.0752135
Reliance Jio,Sattenapalle,5G NR,Commercial Availability,16.3925393,80.1489341
Reliance Jio,Sriramnagar,5G NR,Commercial Availability,18.2844735,83.5406602
Reliance Jio,Suryaraopeta,5G NR,Commercial Availability,17.0166438,82.2823805
Reliance Jio,Tadepalle,5G NR,Commercial Availability,16.4844722,80.6043822
Reliance Jio,Tadigadapa,5G NR,Commercial Availability,16.4722303,80.700072
Reliance Jio,Vetapalem,5G NR,Commercial Availability,15.7807768,80.3070955
Reliance Jio,Vinnamala,5G NR,Commercial Availability,13.9130367,79.9094859
Reliance Jio,Yemmiganur,5G NR,Commercial Availability,15.7680956,77.4819037
Reliance Jio,Pasighat,5G NR,Commercial Availability,28.0589676,95.3324944
Reliance Jio,Azara,5G NR,Commercial Availability,26.1211108,91.6164279
Reliance Jio,Dhemaji,5G NR,Commercial Availability,27.4763797,94.5629622
Reliance Jio,Dhubri,5G NR,Commercial Availability,26.0186768,89.9857236
Reliance Jio,Digboi,5G NR,Commercial Availability,27.3956145,95.614868
Reliance Jio,Diphu,5G NR,Commercial Availability,25.84653,93.42987
Reliance Jio,Goalpara,5G NR,Commercial Availability,26.1783623,90.6226683
Reliance Jio,Golaghat,5G NR,Commercial Availability,26.52385,93.96234
Reliance Jio,Karimganj,5G NR,Commercial Availability,24.8647214,92.3681114
Reliance Jio,Kokrajhar,5G NR,Commercial Availability,26.4003745,90.2710412
Reliance Jio,Marigaon,5G NR,Commercial Availability,26.2514907,92.3443835
Reliance Jio,Nalbari,5G NR,Commercial Availability,26.445568,91.4354335
Reliance Jio,Namrup,5G NR,Commercial Availability,27.1891568,95.3479889
Reliance Jio,North Guwahati,5G NR,Commercial Availability,26.1915072,91.7184377
Reliance Jio,Barauni,5G NR,Commercial Availability,25.4676424,85.9904136
Reliance Jio,Damodarpur,5G NR,Commercial Availability,25.4470239,87.8043866
Reliance Jio,Hajipur,5G NR,Commercial Availability,25.68584,85.21459
Reliance Jio,Jehanabad,5G NR,Commercial Availability,25.2113384,84.9873701
Reliance Jio,Khagaul,5G NR,Commercial Availability,25.5796787,85.0424411
Reliance Jio,Mathurapur,5G NR,Commercial Availability,24.9261781,84.1771173
Reliance Jio,Sabour,5G NR,Commercial Availability,25.2429686,87.0470381
Reliance Jio,Samastipur,5G NR,Commercial Availability,25.86297,85.78103
Reliance Jio,Baloda,5G NR,Commercial Availability,22.1386782,82.4806416
Reliance Jio,Bhilai Nagar,5G NR,Commercial Availability,21.21893945,81.34622356
Reliance Jio,Birgaon,5G NR,Commercial Availability,21.8236037,82.6996446
Reliance Jio,Champa,5G NR,Commercial Availability,22.0308423,82.6460412
Reliance Jio,Dalli-Rajhara,5G NR,Commercial Availability,20.5884403,81.071724
Reliance Jio,Dantewada,5G NR,Commercial Availability,18.8899125,81.3477975
Reliance Jio,Deori,5G NR,Commercial Availability,20.3053696,81.6327953
Reliance Jio,Gaurella,5G NR,Commercial Availability,22.7552845,81.9022405
Reliance Jio,Kanker,5G NR,Commercial Availability,20.2692747,81.4932111
Reliance Jio,Kasdol,5G NR,Commercial Availability,21.6193745,82.4270994
Reliance Jio,Keskal,5G NR,Commercial Availability,20.0826609,81.5875975
Reliance Jio,Mahasamund,5G NR,Commercial Availability,21.1101022,82.0986634
Reliance Jio,Manendragarh,5G NR,Commercial Availability,23.2167227,82.2035806
Reliance Jio,Nawagarh,5G NR,Commercial Availability,21.8523852,82.6618022
Reliance Jio,Sakti,5G NR,Commercial Availability,22.0262563,82.959829
Reliance Jio,Sitapur,5G NR,Commercial Availability,22.7785318,83.4950985
Reliance Jio,Surajpur,5G NR,Commercial Availability,23.212528,82.8667246
Reliance Jio,Bawana,5G NR,Commercial Availability,28.79966,77.0328847
Reliance Jio,Begum Pur,5G NR,Commercial Availability,28.725503,77.0583706
Reliance Jio,Bhati,5G NR,Commercial Availability,28.427953,77.188803
Reliance Jio,Chhawala,5G NR,Commercial Availability,28.5623044,77.0037102
Reliance Jio,Gharoli,5G NR,Commercial Availability,28.6169817,77.33225477
Reliance Jio,Hastsal,5G NR,Commercial Availability,28.6382812,77.0450943
Reliance Jio,Jharoda Kalan,5G NR,Commercial Availability,28.6532995,76.9526021
Reliance Jio,Kair,5G NR,Commercial Availability,28.6245988,76.9178407
Reliance Jio,Kanjhawala,5G NR,Commercial Availability,28.7358173,77.0043151
Reliance Jio,Karala,5G NR,Commercial Availability,28.73514,77.0325105
Reliance Jio,Khera,5G NR,Commercial Availability,28.67695475,77.30152588
Reliance Jio,Khera Khurd,5G NR,Commercial Availability,28.7756713,77.09844241
Reliance Jio,Kondli,5G NR,Commercial Availability,28.6070816,77.32433194
Reliance Jio,Mitraon,5G NR,Commercial Availability,28.6074198,76.9453065
Reliance Jio,Mundka,5G NR,Commercial Availability,28.6820767,77.0343296
Reliance Jio,Nangli Sakrawati,5G NR,Commercial Availability,28.61961575,77.00169973
Reliance Jio,Neb Sarai,5G NR,Commercial Availability,28.5055007,77.2014964
Reliance Jio,Rajokri,5G NR,Commercial Availability,28.5131702,77.1107659
Reliance Jio,Rani Khera,5G NR,Commercial Availability,28.7061763,77.0234192
Reliance Jio,Tigri,5G NR,Commercial Availability,28.5117193,77.240937
Reliance Jio,Tikri Kalan,5G NR,Commercial Availability,28.6830296,76.9694857
Reliance Jio,Tikri Khurd,5G NR,Commercial Availability,28.8356621,77.1184261
Reliance Jio,Ujwa,5G NR,Commercial Availability,28.5699629,76.9093434
Reliance Jio,Anjuna,5G NR,Commercial Availability,15.5848651,73.7439438
Reliance Jio,Aquem,5G NR,Commercial Availability,15.2722287,73.9700286
Reliance Jio,Bambolim,5G NR,Commercial Availability,15.4549212,73.8464479
Reliance Jio,Benaulim,5G NR,Commercial Availability,15.2601367,73.9275675
Reliance Jio,Calangute,5G NR,Commercial Availability,15.5460146,73.763253
Reliance Jio,Candolim,5G NR,Commercial Availability,15.5201532,73.7659422
Reliance Jio,Chicalim,5G NR,Commercial Availability,15.3944786,73.8622326
Reliance Jio,Chimbel,5G NR,Commercial Availability,15.4914412,73.8747294
Reliance Jio,Cortalim,5G NR,Commercial Availability,15.3976447,73.9108927
Reliance Jio,Goa Velha,5G NR,Commercial Availability,15.4409533,73.8817296
Reliance Jio,Guirim,5G NR,Commercial Availability,15.5638364,73.8018402
Reliance Jio,Mapusa,5G NR,Commercial Availability,15.5926511,73.8119741
Reliance Jio,Navelim,5G NR,Commercial Availability,15.530065,74.0073502
Reliance Jio,Nerul,5G NR,Commercial Availability,15.5093392,73.7846696
Reliance Jio,Nuvem,5G NR,Commercial Availability,15.308184,73.9480748
Reliance Jio,Panaji,5G NR,Commercial Availability,15.4989946,73.8282141
Reliance Jio,Penha-de-Franca,5G NR,Commercial Availability,15.5177842,73.8452053
Reliance Jio,Pilerne,5G NR,Commercial Availability,15.5190971,73.8023543
Reliance Jio,Reis Magos,5G NR,Commercial Availability,15.4966011,73.8095534
Reliance Jio,Salvador do Mundo,5G NR,Commercial Availability,15.5403071,73.8455048
Reliance Jio,Varca,5G NR,Commercial Availability,15.2314189,73.9432651
Reliance Jio,Verna,5G NR,Commercial Availability,15.3510255,73.9303722
Reliance Jio,Adalaj,5G NR,Commercial Availability,23.1646919,72.5821046
Reliance Jio,Ahmadabad,5G NR,Commercial Availability,23.0216238,72.5797068
Reliance Jio,Ambaji,5G NR,Commercial Availability,24.3332794,72.8496191
Reliance Jio,Anandpar,5G NR,Commercial Availability,23.8176457,70.7681765
Reliance Jio,Antaliya,5G NR,Commercial Availability,21.5868063,71.3907679
Reliance Jio,Antarjal,5G NR,Commercial Availability,23.0569102,70.0796413
Reliance Jio,Bhat,5G NR,Commercial Availability,23.1026771,72.6329349
Reliance Jio,Bilimora,5G NR,Commercial Availability,20.7671693,72.9693451
Reliance Jio,Borsad,5G NR,Commercial Availability,22.4094019,72.905252
Reliance Jio,Chanod,5G NR,Commercial Availability,21.9866962,73.4545373
Reliance Jio,Chhaya,5G NR,Commercial Availability,21.6344476,69.6283362
Reliance Jio,Deesa,5G NR,Commercial Availability,24.2594977,72.1803348
Reliance Jio,Dwarka,5G NR,Commercial Availability,22.2471009,68.9742446
Reliance Jio,Galpadar,5G NR,Commercial Availability,23.2895834,69.7648144
Reliance Jio,Gamdi,5G NR,Commercial Availability,21.9580252,73.4862803
Reliance Jio,Gondal,5G NR,Commercial Availability,21.96195,70.7923
Reliance Jio,Idar,5G NR,Commercial Availability,23.83951,73.00064
Reliance Jio,Karachiya,5G NR,Commercial Availability,22.378247,73.1323667
Reliance Jio,Karamsad,5G NR,Commercial Availability,22.541545,72.9048945
Reliance Jio,Madhapar,5G NR,Commercial Availability,22.7362199,70.46313491
Reliance Jio,Mahesana,5G NR,Commercial Availability,23.6015557,72.3867981
Reliance Jio,Mangrol,5G NR,Commercial Availability,21.575642,72.8565391
Reliance Jio,Mirjhapar,5G NR,Commercial Availability,23.2167251,69.6317105
Reliance Jio,Mora,5G NR,Commercial Availability,23.4427346,69.1501486
Reliance Jio,Mundra,5G NR,Commercial Availability,22.83952,69.72133
Reliance Jio,Nari,5G NR,Commercial Availability,23.318415,69.464364
Reliance Jio,Ravapara,5G NR,Commercial Availability,23.5172861,69.0412187
Reliance Jio,Sachin,5G NR,Commercial Availability,21.0783986,72.8790065
Reliance Jio,Savarkundla,5G NR,Commercial Availability,21.3394524,71.3082758
Reliance Jio,Sidhpur,5G NR,Commercial Availability,22.10390075,69.46479455
Reliance Jio,Sukhpar,5G NR,Commercial Availability,23.4876447,71.0726279
Reliance Jio,Unjha,5G NR,Commercial Availability,23.8042717,72.3912763
Reliance Jio,Vallabh Vidyanagar,5G NR,Commercial Availability,22.5516264,72.9300516
Reliance Jio,Vartej,5G NR,Commercial Availability,21.7397432,72.0644938
Reliance Jio,Viramgam,5G NR,Commercial Availability,23.1224522,72.0483946
Reliance Jio,Visnagar,5G NR,Commercial Availability,23.7036823,72.5404601
Reliance Jio,Barwala,5G NR,Commercial Availability,29.36419,75.90568
Reliance Jio,Gurgaon,5G NR,Commercial Availability,28.42826235,77.00270015
Reliance Jio,Jhajjar,5G NR,Commercial Availability,28.6066833,76.6580764
Reliance Jio,Shahbad,5G NR,Commercial Availability,30.1661671,76.8678617
Reliance Jio,Sohna,5G NR,Commercial Availability,28.3241636,77.08486438
Reliance Jio,Baddi,5G NR,Commercial Availability,30.95783,76.79136
Reliance Jio,Dharmsala,5G NR,Commercial Availability,32.4813025,76.0522663
Reliance Jio,Kullu,5G NR,Commercial Availability,31.95785,77.10946
Reliance Jio,Mandi,5G NR,Commercial Availability,31.707399,76.932121
Reliance Jio,Nalagarh,5G NR,Commercial Availability,31.04456,76.70479
Reliance Jio,Solan,5G NR,Commercial Availability,30.90449,77.09674
Reliance Jio,Sundarnagar,5G NR,Commercial Availability,31.5181989,76.8848915
Reliance Jio,Theog,5G NR,Commercial Availability,31.1198924,77.358982
Reliance Jio,Badgam,5G NR,Commercial Availability,34.0154721,74.7220085
Reliance Jio,Baramula,5G NR,Commercial Availability,34.2086903,74.343498
Reliance Jio,Ganderbal,5G NR,Commercial Availability,34.1913902,74.7962566
Reliance Jio,Ichgam,5G NR,Commercial Availability,33.9862087,74.7515441
Reliance Jio,Lasjan,5G NR,Commercial Availability,34.0404157,74.870635
Reliance Jio,Rajauri,5G NR,Commercial Availability,33.3772495,74.3132332
Reliance Jio,Udhampur,5G NR,Commercial Availability,32.91598,75.14162
Reliance Jio,Adityapur,5G NR,Commercial Availability,23.42335,88.72895
Reliance Jio,Ara,5G NR,Commercial Availability,23.3504897,85.4001738
Reliance Jio,Arsande,5G NR,Commercial Availability,23.429648,85.3514282
Reliance Jio,Chainpur,5G NR,Commercial Availability,23.1107327,85.60084785
Reliance Jio,Chas,5G NR,Commercial Availability,23.6327987,86.1754033
Reliance Jio,Dudhani,5G NR,Commercial Availability,24.4565255,86.7204952
