sdtname,dtname,stname,number_of_cell_towers
Ambikapur,Surguja,CHATTISGARH,15
Ambur,Vellore,TAMILNADU,212
Amdanga,North Twenty Four Parganas,WEST BENGAL,3
Ameerpet,Hyderabad,TELANGANA,196
Amethi,Amethi,UTTAR PRADESH,18
Amgaon,Gondiya,MAHARASHTRA,3
Amirgadh,Banas Kantha,GUJARAT,77
Amla,Betul,MADHYA PRADESH,6
Amloh,Fatehgarh Sahib,PUNJAB,36
Amnour,Saran,BIHAR,25
Amour,Purnia,BIHAR,2
Amrabad,Mahbubnagar,TELANGANA,4
Amravati,Amravati,MAHARASHTRA,110
Amreli,Amreli,GUJARAT,34
Amritsar -I,Amritsar,PUNJAB,52
Amritsar- II,Amritsar,PUNJAB,545
Amroha,Jyotiba Phule Nagar,UTTAR PRADESH,32
Anakapalle,Visakhapatnam,ANDHRA PRADESH,66
Anand,Anand,GUJARAT,428
Anandapur,Kendujhar,ODISHA,2
Anandapuram,Visakhapatnam,ANDHRA PRADESH,76
Anandpur Sahib,Rupnagar,PUNJAB,45
Anantapur,Anantapur,ANDHRA PRADESH,100
Anaparthy,East Godavari,ANDHRA PRADESH,8
Andar,Siwan,BIHAR,2
Andipatti,Theni,TAMILNADU,3
Andole,Medak,TELANGANA,16
Anekal,Bangalore,KARNATAKA,509
Angara,Ranchi,JHARKHAND,47
Anjad,Barwani,MADHYA PRADESH,5
Anjar,Kachchh,GUJARAT,10
Anklav,Anand,GUJARAT,10
Anklesvar,Bharuch,GUJARAT,303
Ankola,Uttara Kannada,KARNATAKA,55
Anugul,Anugul,ODISHA,16
Anumula,Nalgonda,TELANGANA,1
Anupgarh,Ganganagar,RAJASTHAN,10
Anuppur,Anuppur,MADHYA PRADESH,21
Anupshahr,Bulandshahr,UTTAR PRADESH,5
Aonla,Bareilly,UTTAR PRADESH,14
Arakonam,Vellore,TAMILNADU,115
Arambag,Hugli,WEST BENGAL,2
Arang,Raipur,CHATTISGARH,22
Arani,Tiruvannamalai,TAMILNADU,44
Araria,Araria,BIHAR,12
Aravakurichi,Karur,TAMILNADU,8
Arcot,Vellore,TAMILNADU,33
Ardhapur,Nanded,MAHARASHTRA,12
Areraj,Purba Champaran,BIHAR,29
Ariyalur,Ariyalur,TAMILNADU,15
Arjuni Morgaon,Gondiya,MAHARASHTRA,2
Armur,Nizamabad,TELANGANA,17
Aron,Guna,MADHYA PRADESH,1
Arrah,Bhojpur,BIHAR,33
Arsha,Puruliya,WEST BENGAL,12
Arsikere,Hassan,KARNATAKA,7
Aruppukkottai,Virudhunagar,TAMILNADU,12
Arvi,Wardha,MAHARASHTRA,3
Asansol Kulti Township,Paschim Bardhaman,WEST BENGAL,168
Ashoknagar,Ashoknagar,MADHYA PRADESH,3
Ashta,Sehore,MADHYA PRADESH,1
Ashti,Bid,MAHARASHTRA,14
Asifabad,Kumuram Bheem Asifabad,TELANGANA,1
Asifnagar,Hyderabad,TELANGANA,135
Asind,Bhilwara,RAJASTHAN,1
Aspari,Kurnool,ANDHRA PRADESH,24
Assandh,Karnal,HARYANA,12
Astaranga,Puri,ODISHA,1
Asthawan,Nalanda,BIHAR,2
Atarra,Banda,UTTAR PRADESH,2
Athagad,Cuttack,ODISHA,10
Athmalgola,Patna,BIHAR,18
Atmakur,Kurnool,ANDHRA PRADESH,1
Atmakur,Mahbubnagar,TELANGANA,1
Atreyapuram,East Godavari,ANDHRA PRADESH,7
Atru,Baran,RAJASTHAN,13
Attabira,Bargarh,ODISHA,1
Attili,West Godavari,ANDHRA PRADESH,15
Attur,Dindigul,TAMILNADU,10
Attur,Salem,TAMILNADU,15
Aundha (Nagnath),Hingoli,MAHARASHTRA,9
Auraiya,Auraiya,UTTAR PRADESH,19
Aurangabad,Aurangabad,BIHAR,7
Aurangabad,Aurangabad,MAHARASHTRA,219
Ausa,Latur,MAHARASHTRA,43
Ausgram - I,Purba Bardhaman,WEST BENGAL,14
Ausgram - II,Purba Bardhaman,WEST BENGAL,18
Aut,Mandi,HIMACHAL PRADESH,73
Avanashi,Tiruppur,TAMILNADU,97
Awantipora,Pulwama,JAMMU & KASHMIR,9
Azamgarh,Azamgarh,UTTAR PRADESH,57
Azamnagar,Katihar,BIHAR,18
Azara,Kamrup Metropolitan,ASSAM,213
B.Kothakota,Chittoor,ANDHRA PRADESH,40
BHANJANAGAR,Ganjam,ODISHA,9
BRAHMAPUR SADAR,Ganjam,ODISHA,1
Baba Bakala,Amritsar,PUNJAB,44
Babai,Hoshangabad,MADHYA PRADESH,1
Babra,Amreli,GUJARAT,1
Bachhwara,Begusarai,BIHAR,5
Badachana,Jajapur,ODISHA,8
Badami,Bagalkote,KARNATAKA,4
Badarpur,Karimganj,ASSAM,3
Badarwas,Shivpuri,MADHYA PRADESH,8
Baddi,Solan,HIMACHAL PRADESH,28
Badlapur,Jaunpur,UTTAR PRADESH,2
Badnagar,Ujjain,MADHYA PRADESH,14
Badnapur,Jalna,MAHARASHTRA,1
Badnawar,Dhar,MADHYA PRADESH,16
Badwara,Katni,MADHYA PRADESH,3
Bagalkot,Bagalkote,KARNATAKA,36
Baganpara (Pt),Baksa,ASSAM,2
Bagasara,Amreli,GUJARAT,36
Bagbahra,Mahasamund,CHATTISGARH,7
Bagepalli,Chikkaballapura,KARNATAKA,32
Bagha Purana,Moga,PUNJAB,2
Baghmara-Cum-Katras,Dhanbad,JHARKHAND,68
Baghpat,Baghpat,UTTAR PRADESH,33
Bagli,Dewas,MADHYA PRADESH,11
Bagmundi,Puruliya,WEST BENGAL,2
Bagnan - I,Haora,WEST BENGAL,8
Bagnan - II,Haora,WEST BENGAL,11
Bagodar,Giridih,JHARKHAND,2
Bahadurgarh,Jhajjar,HARYANA,165
Bahadurpur,Darbhanga,BIHAR,7
Baheri,Bareilly,UTTAR PRADESH,2
Baheri,Darbhanga,BIHAR,1
Bahraich,Bahraich,UTTAR PRADESH,4
Baijnath,Kangra,HIMACHAL PRADESH,1
Baikunthpur,Koriya,CHATTISGARH,2
Bairia,Ballia,UTTAR PRADESH,4
Baisi,Purnia,BIHAR,1
Baisinga,Mayurbhanj,ODISHA,1
Bajali (Pt),Barpeta,ASSAM,8
Bajpur,Udham Singh Nagar,UTTARAKHAND,6
Bakhtiarpur,Patna,BIHAR,62
Bakshi Ka Talab,Lucknow,UTTAR PRADESH,34
Balachaur,Shahid Bhagat Singh Nagar,PUNJAB,80
Balagarh,Hugli,WEST BENGAL,135
Balaghat,Balaghat,MADHYA PRADESH,31
Balanagar,Mahbubnagar,TELANGANA,46
Balanagar,Rangareddy,TELANGANA,1069
Balangir,Balangir,ODISHA,10
Balarampur,Puruliya,WEST BENGAL,30
Balayapalle,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,1
Baleshwar (M),Baleshwar,ODISHA,16
Baleshwar Sadar,Baleshwar,ODISHA,3
Bali,Pali,RAJASTHAN,17
Bali Chowki,Mandi,HIMACHAL PRADESH,4
Balia,Begusarai,BIHAR,2
Baliapur,Dhanbad,JHARKHAND,23
Balijana,Goalpara,ASSAM,10
Ballabgarh,Faridabad,HARYANA,27
Ballarpur,Chandrapur,MAHARASHTRA,15
Ballia,Ballia,UTTAR PRADESH,8
Ballikurava,Prakasam,ANDHRA PRADESH,9
Bally Jagachha,Haora,WEST BENGAL,133
Balmoor,Mahbubnagar,TELANGANA,1
Balod,Balod,CHATTISGARH,2
Baloda,Janjgir - Champa,CHATTISGARH,1
Balrampur,Balrampur,UTTAR PRADESH,1
Balrampur,Katihar,BIHAR,20
Balugaon,Khordha,ODISHA,4
Balumath,Latehar,JHARKHAND,1
Balurghat,Dakshin Dinajpur,WEST BENGAL,91
Bamanwas,Sawai Madhopur,RAJASTHAN,3
Bampada,Baleshwar,ODISHA,8
Banda,Banda,UTTAR PRADESH,11
Banda,Sagar,MADHYA PRADESH,6
Bandhogarh,Umaria,MADHYA PRADESH,6
Bandi Atmakur,Kurnool,ANDHRA PRADESH,3
Bandipora,Bandipore,JAMMU & KASHMIR,7
Bandlaguda,Hyderabad,TELANGANA,83
Banei,Sundargarh,ODISHA,4
Banera,Bhilwara,RAJASTHAN,1
Bangalore East,Bangalore,KARNATAKA,3377
Bangalore North,Bangalore,KARNATAKA,6607
Bangalore South,Bangalore,KARNATAKA,4240
Bangana,Una,HIMACHAL PRADESH,9
Bangarapet,Kolar,KARNATAKA,116
Bangarupalem,Chittoor,ANDHRA PRADESH,62
Bani,Kathua,JAMMU & KASHMIR,3
Banjaria,Purba Champaran,BIHAR,4
Banka,Banka,BIHAR,5
Banke Bazar,Gaya,BIHAR,2
Banki,Cuttack,ODISHA,10
Bankura - I,Bankura,WEST BENGAL,12
Banmankhi,Purnia,BIHAR,3
Bansada,Bhadrak,ODISHA,2
Bansda,Navsari,GUJARAT,5
Bansdih,Ballia,UTTAR PRADESH,4
Bansi,Siddharthnagar,UTTAR PRADESH,12
Bansihari,Dakshin Dinajpur,WEST BENGAL,23
Banswada,Nizamabad,TELANGANA,41
Banswara,Banswara,RAJASTHAN,27
Bantumilli,Krishna,ANDHRA PRADESH,1
Bantval,Dakshina Kannada,KARNATAKA,109
Bapatla,Guntur,ANDHRA PRADESH,71
Bapulapadu,Krishna,ANDHRA PRADESH,44
Barabani,Paschim Bardhaman,WEST BENGAL,1
Baragaon,Sundargarh,ODISHA,1
Barahat,Banka,BIHAR,1
Barahiya,Lakhisarai,BIHAR,18
Baramati,Pune,MAHARASHTRA,5
Baran,Baran,RAJASTHAN,2
Barang,Cuttack,ODISHA,54
Barara,Ambala,HARYANA,26
Barari,Katihar,BIHAR,1
Barasat - I,North Twenty Four Parganas,WEST BENGAL,130
Barasat - II,North Twenty Four Parganas,WEST BENGAL,85
Barauni,Begusarai,BIHAR,6
Baraut,Baghpat,UTTAR PRADESH,9
Barbhag,Nalbari,ASSAM,20
Barbigha,Sheikhpura,BIHAR,2
Barbil,Kendujhar,ODISHA,10
Bardez,North Goa,GOA,347
Bardoli,Surat,GUJARAT,33
Bareilly,Bareilly,UTTAR PRADESH,244
Bargarh,Bargarh,ODISHA,4
Barh,Patna,BIHAR,40
Barhaj,Deoria,UTTAR PRADESH,10
Barhampur,Buxar,BIHAR,1
Barhara,Bhojpur,BIHAR,1
Barharwa,Sahibganj,JHARKHAND,10
Barhat,Jamui,BIHAR,2
Barhi,Hazaribagh,JHARKHAND,4
Bari,Dhaulpur,RAJASTHAN,1
Baripada (M),Mayurbhanj,ODISHA,1
Baripada Sadar,Mayurbhanj,ODISHA,1
Baripada Town,Mayurbhanj,ODISHA,11
Barjora,Bankura,WEST BENGAL,7
Barkagaon,Hazaribagh,JHARKHAND,1
Barkatha,Hazaribagh,JHARKHAND,3
Barkot,Debagarh,ODISHA,3
Barnagar (Pt),Baksa,ASSAM,3
Barnala,Barnala,PUNJAB,3
Baroh,Kangra,HIMACHAL PRADESH,18
Barrackpur - I,North Twenty Four Parganas,WEST BENGAL,357
Barrackpur - II,North Twenty Four Parganas,WEST BENGAL,1090
Barsahi,Mayurbhanj,ODISHA,4
Barsar,Hamirpur,HIMACHAL PRADESH,1
Barshi,Solapur,MAHARASHTRA,1
Barsoi,Katihar,BIHAR,19
Baruipur,South Twenty Four Parganas,WEST BENGAL,109
Barun,Aurangabad,BIHAR,5
Baruraj (Motipur),Muzaffarpur,BIHAR,3
Barwaha,West Nimar,MADHYA PRADESH,25
Barwala,Botad,GUJARAT,1
Barwani,Barwani,MADHYA PRADESH,7
Basanti,South Twenty Four Parganas,WEST BENGAL,1
Basantpur,Siwan,BIHAR,3
Basavakalyan,Bidar,KARNATAKA,8
Basavana Bagevadi,Vijayapura,KARNATAKA,12
Baseri,Dhaulpur,RAJASTHAN,3
Basheerabad,Rangareddy,TELANGANA,1
Bashohli,Kathua,JAMMU & KASHMIR,33
Basirhat - I,North Twenty Four Parganas,WEST BENGAL,13
Basirhat - II,North Twenty Four Parganas,WEST BENGAL,17
Basmath,Hingoli,MAHARASHTRA,3
Basna,Mahasamund,CHATTISGARH,5
Basoda,Vidisha,MADHYA PRADESH,20
Bassi,Jaipur,RAJASTHAN,79
Bassi Pathana,Fatehgarh Sahib,PUNJAB,14
Basta,Baleshwar,ODISHA,1
Bastar,Bastar,CHATTISGARH,2
Basti,Basti,UTTAR PRADESH,86
Baswa,Dausa,RAJASTHAN,19
Batala,Gurdaspur,PUNJAB,60
Bathalapalle,Anantapur,ANDHRA PRADESH,4
Bathinda,Bathinda,PUNJAB,82
Baudh Sadar,Baudh,ODISHA,2
Bavda,Kolhapur,MAHARASHTRA,24
Bavla,Ahmadabad,GUJARAT,125
Bawal,Rewari,HARYANA,45
Bawani Khera,Bhiwani,HARYANA,1
Bayana,Bharatpur,RAJASTHAN,4
Bayyaram,Khammam,TELANGANA,17
Beawar,Ajmer,RAJASTHAN,31
Becharaji,Mahesana,GUJARAT,6
Begamganj,Raisen,MADHYA PRADESH,13
Begusarai,Begusarai,BIHAR,25
Behat,Saharanpur,UTTAR PRADESH,18
Behea,Bhojpur,BIHAR,8
Behror,Alwar,RAJASTHAN,130
Belaganj,Gaya,BIHAR,1
Beldanga - I,Murshidabad,WEST BENGAL,9
Beldanga - II,Murshidabad,WEST BENGAL,1
Belgaum,Belagavi,KARNATAKA,217
Bellamkonda,Guntur,ANDHRA PRADESH,3
Bellampalle,Adilabad,TELANGANA,18
Bellary,Ballari,KARNATAKA,130
Belpahar,Jharsuguda,ODISHA,15
Beltangadi,Dakshina Kannada,KARNATAKA,2
Belthara Road,Ballia,UTTAR PRADESH,30
Belur,Hassan,KARNATAKA,38
Bemetara,Bametara,CHATTISGARH,8
Bengtol,Bongaigaon,ASSAM,4
Bengtol,Chirang,ASSAM,2
Berhampore,Murshidabad,WEST BENGAL,54
Beri,Jhajjar,HARYANA,17
Berla,Bametara,CHATTISGARH,4
Bermo,Bokaro,JHARKHAND,22
Bero,Ranchi,JHARKHAND,12
Bestawaripeta,Prakasam,ANDHRA PRADESH,10
Betanati,Mayurbhanj,ODISHA,9
Betasing,South West Garo Hills,MEGHALAYA,1
Bettiah,Pashchim Champaran,BIHAR,33
Betul,Betul,MADHYA PRADESH,42
Bhabhar,Banas Kantha,GUJARAT,14
Bhachau,Kachchh,GUJARAT,10
Bhaderwah,Doda,JAMMU & KASHMIR,2
Bhadgaon,Jalgaon,MAHARASHTRA,19
Bhadra,Hanumangarh,RAJASTHAN,4
Bhadrak Rural,Bhadrak,ODISHA,12
Bhadravati,Chandrapur,MAHARASHTRA,104
Bhadravati,Shivamogga,KARNATAKA,56
Bhagawangola - I,Murshidabad,WEST BENGAL,9
Bhagawanpur - II,Purba Medinipur,WEST BENGAL,1
Bhagwanpur,Begusarai,BIHAR,3
Bhagwanpur,Vaishali,BIHAR,19
Bhagwanpur Hat,Siwan,BIHAR,3
Bhainsdehi,Betul,MADHYA PRADESH,1
Bhalai,Chamba,HIMACHAL PRADESH,1
Bhalki,Bidar,KARNATAKA,5
Bhandara,Bhandara,MAHARASHTRA,31
Bhandari Pokhari,Bhadrak,ODISHA,1
Bhangar - I,South Twenty Four Parganas,WEST BENGAL,1
Bhangar - II,South Twenty Four Parganas,WEST BENGAL,16
Bhanpur,Basti,UTTAR PRADESH,5
Bharari,Bilaspur,HIMACHAL PRADESH,1
Bharatpur,Bharatpur,RAJASTHAN,131
Bharthana,Etawah,UTTAR PRADESH,72
Bharuch,Bharuch,GUJARAT,286
Bharwain,Una,HIMACHAL PRADESH,2
Bhatapara,Baloda Bazar,CHATTISGARH,26
Bhatar,Purba Bardhaman,WEST BENGAL,6
Bhatkal,Uttara Kannada,KARNATAKA,52
Bhatpar Rani,Deoria,UTTAR PRADESH,34
Bhattiyat,Chamba,HIMACHAL PRADESH,2
Bhavani,Erode,TAMILNADU,10
Bhavnagar,Bhavnagar,GUJARAT,78
Bhawanipur,Purnia,BIHAR,1
Bheden,Bargarh,ODISHA,2
Bheemgal,Nizamabad,TELANGANA,4
Bheemunipatnam,Visakhapatnam,ANDHRA PRADESH,104
Bhikangaon,West Nimar,MADHYA PRADESH,7
Bhiknoor,Nizamabad,TELANGANA,54
Bhiloda,Aravalli,GUJARAT,3
Bhilwara,Bhilwara,RAJASTHAN,118
Bhim,Rajsamand,RAJASTHAN,4
Bhimadole,West Godavari,ANDHRA PRADESH,48
Bhimavaram,West Godavari,ANDHRA PRADESH,81
Bhind,Bhind,MADHYA PRADESH,12
Bhinmal,Jalor,RAJASTHAN,5
Bhiti,Ambedkar Nagar,UTTAR PRADESH,1
Bhiwandi,Thane,MAHARASHTRA,504
Bhiwani,Bhiwani,HARYANA,27
Bhogaon,Mainpuri,UTTAR PRADESH,1
Bhogapuram,Vizianagaram,ANDHRA PRADESH,17
Bhokardan,Jalna,MAHARASHTRA,1
Bhongir,Yadadri Bhuvanagiri,TELANGANA,138
Bhoothpur,Mahbubnagar,TELANGANA,20
Bhopalgarh,Jodhpur,RAJASTHAN,3
Bhor,Pune,MAHARASHTRA,103
Bhoranj,Hamirpur,HIMACHAL PRADESH,5
Bhubaneswar (M.Corp.),Khordha,ODISHA,644
Bhuj,Kachchh,GUJARAT,66
Bhulath,Kapurthala,PUNJAB,2
Bhum,Osmanabad,MAHARASHTRA,12
Bhuragaon,Morigaon,ASSAM,3
Bhusan Steel Limited,Dhenkanal,ODISHA,1
Bhusawal,Jalgaon,MAHARASHTRA,56
Bibhutpur,Samastipur,BIHAR,4
Bibinagar,Yadadri Bhuvanagiri,TELANGANA,39
Biccavolu,East Godavari,ANDHRA PRADESH,13
Bichhua,Chhindwara,MADHYA PRADESH,1
Bichkunda,Nizamabad,TELANGANA,67
Bicholim,North Goa,GOA,15
Bid,Bid,MAHARASHTRA,54
Bidar,Bidar,KARNATAKA,65
Bidhuna,Auraiya,UTTAR PRADESH,50
Bidupur,Vaishali,BIHAR,71
Bighapur,Unnao,UTTAR PRADESH,1
Bihar,Nalanda,BIHAR,12
Bihta,Patna,BIHAR,38
Bijapur,Vijayapura,KARNATAKA,52
Bijawar,Chhatarpur,MADHYA PRADESH,3
Bijinapalle,Mahbubnagar,TELANGANA,3
Bijni (Pt),Kamrup,ASSAM,5
Bijnor,Bijnor,UTTAR PRADESH,35
Bikaner,Bikaner,RAJASTHAN,148
Bikram,Patna,BIHAR,3
Bilara,Jodhpur,RAJASTHAN,16
Bilari,Moradabad,UTTAR PRADESH,17
Bilaspur,Bilaspur,CHATTISGARH,211
Bilaspur,Rampur,UTTAR PRADESH,50
Bilaspur,Yamunanagar,HARYANA,16
Bilaspur Sadar,Bilaspur,HIMACHAL PRADESH,162
Bilgi,Bagalkote,KARNATAKA,4
Bilgram,Hardoi,UTTAR PRADESH,46
Bilha,Bilaspur,CHATTISGARH,69
Bilhaur,Kanpur Nagar,UTTAR PRADESH,37
Billawar,Kathua,JAMMU & KASHMIR,168
Bina,Sagar,MADHYA PRADESH,29
Bindki,Fatehpur,UTTAR PRADESH,117
Binpur - I,Jhargram,WEST BENGAL,9
Binpur - II,Jhargram,WEST BENGAL,2
Biramitrapur,Sundargarh,ODISHA,6
Birsinghpur,Satna,MADHYA PRADESH,12
Bisauli,Budaun,UTTAR PRADESH,14
Bishalgarh,Sipahijala,TRIPURA,4
Bishnupur - I,South Twenty Four Parganas,WEST BENGAL,12
Bishnupur - II,South Twenty Four Parganas,WEST BENGAL,3
Bisra,Sundargarh,ODISHA,17
Biswan,Sitapur,UTTAR PRADESH,7
Biswanath,Sonitpur,ASSAM,1
Boarijor,Godda,JHARKHAND,1
Bochaha,Muzaffarpur,BIHAR,5
Bodh Gaya,Gaya,BIHAR,11
Bodhan,Nizamabad,TELANGANA,6
Bodinayakanur,Theni,TAMILNADU,30
Bodla,Kabeerdham,CHATTISGARH,2
Bogole,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,16
Boipariguda,Koraput,ODISHA,38
Boitamari,Bongaigaon,ASSAM,18
Boko,Kamrup,ASSAM,5
Boleng,Siang,ARUNACHAL PRADESH,1
Bolpur Sriniketan,Birbhum,WEST BENGAL,18
Bommalaramaram,Yadadri Bhuvanagiri,TELANGANA,4
Bonakal,Khammam,TELANGANA,2
Bondamunda,Sundargarh,ODISHA,2
Bondapalle,Vizianagaram,ANDHRA PRADESH,9
Bongaigaon (Pt),Bongaigaon,ASSAM,1
Bongaon,North Twenty Four Parganas,WEST BENGAL,24
Bonli,Sawai Madhopur,RAJASTHAN,5
Boram,Purbi Singhbhum,JHARKHAND,3
Borio,Sahibganj,JHARKHAND,1
Borsad,Anand,GUJARAT,24
Botad,Botad,GUJARAT,3
Brahmagiri,Puri,ODISHA,3
Brahmani Tarang,Sundargarh,ODISHA,1
Brahmapur (M.Corp.),Ganjam,ODISHA,82
Brahmapuri,Chandrapur,MAHARASHTRA,10
Buchinaidu Kandriga,Chittoor,ANDHRA PRADESH,7
Buchireddipalem,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,5
Budgam,Badgam,JAMMU & KASHMIR,15
Budge Budge - I,South Twenty Four Parganas,WEST BENGAL,9
Budge Budge - II,South Twenty Four Parganas,WEST BENGAL,24
Budhana,Muzaffarnagar,UTTAR PRADESH,2
Budhlada,Mansa,PUNJAB,4
Budni,Sehore,MADHYA PRADESH,4
Buhana,Jhunjhunun,RAJASTHAN,1
Bukkaraya Samudram,Anantapur,ANDHRA PRADESH,14
Bulandshahr,Bulandshahr,UTTAR PRADESH,73
Buldana,Buldana,MAHARASHTRA,6
Bundi,Bundi,RAJASTHAN,7
Burdwan - I,Purba Bardhaman,WEST BENGAL,208
Burdwan - II,Purba Bardhaman,WEST BENGAL,279
Burgampahad,Bhadradri Kothagudem,TELANGANA,71
Burhanpur,Azamgarh,UTTAR PRADESH,32
Burhanpur,Burhanpur,MADHYA PRADESH,30
Burja,Srikakulam,ANDHRA PRADESH,4
Burla,Sambalpur,ODISHA,38
Burmu,Ranchi,JHARKHAND,2
Burwan,Murshidabad,WEST BENGAL,1
Buxar,Buxar,BIHAR,14
Buxwaha,Chhatarpur,MADHYA PRADESH,1
Byadgi,Haveri,KARNATAKA,24
C.Belagal,Kurnool,ANDHRA PRADESH,1
C.R.R.I.,Cuttack,ODISHA,1
CHAMAKHANDI,Ganjam,ODISHA,4
CHHATRAPUR,Ganjam,ODISHA,3
Campierganj,Gorakhpur,UTTAR PRADESH,5
Canacona,South Goa,GOA,65
Canning - I,South Twenty Four Parganas,WEST BENGAL,11
Chabua,Dibrugarh,ASSAM,26
Chachyot,Mandi,HIMACHAL PRADESH,4
Chadoora,Badgam,JAMMU & KASHMIR,6
Chagalamarri,Kurnool,ANDHRA PRADESH,2
Chagallu,West Godavari,ANDHRA PRADESH,17
Chaibasa,Pashchimi Singhbhum,JHARKHAND,15
Chail,Kaushambi,UTTAR PRADESH,41
Chainpur,Palamu,JHARKHAND,1
Chakdah,Nadia,WEST BENGAL,287
Chakradharpur,Pashchimi Singhbhum,JHARKHAND,1
Chaksu,Jaipur,RAJASTHAN,9
Chakulia,Purbi Singhbhum,JHARKHAND,6
Chakur,Latur,MAHARASHTRA,50
Chalisgaon,Jalgaon,MAHARASHTRA,85
Chalkusa,Hazaribagh,JHARKHAND,14
Challakere,Chitradurga,KARNATAKA,2
Challapalle,Krishna,ANDHRA PRADESH,1
Chamarajanagar,Chamarajanagara,KARNATAKA,44
Chamba,Chamba,HIMACHAL PRADESH,15
Chamkaur Sahib,Rupnagar,PUNJAB,44
Champa,Janjgir - Champa,CHATTISGARH,4
Chanakya Puri,New Delhi,DELHI,362
Chanan,Banka,BIHAR,3
Chanan*,Lakhisarai,BIHAR,16
Chanasma,Patan,GUJARAT,23
Chanchal - II,Maldah,WEST BENGAL,11
Chandabali,Bhadrak,ODISHA,9
Chandaka,Khordha,ODISHA,32
Chandankiyari,Bokaro,JHARKHAND,10
Chandanpur,Puri,ODISHA,4
Chandarlapadu,Krishna,ANDHRA PRADESH,1
Chandauli,Chandauli,UTTAR PRADESH,50
Chandausi,Moradabad,UTTAR PRADESH,24
Chandi,Nalanda,BIHAR,1
Chandigarh,Chandigarh,CHANDIGARH,911
Chandil,Saraikela-Kharsawan,JHARKHAND,245
Chandiposh,Sundargarh,ODISHA,5
Chandipur,Purba Medinipur,WEST BENGAL,10
Chanditala - I,Hugli,WEST BENGAL,17
Chanditala - II,Hugli,WEST BENGAL,73
Chandpur,Bijnor,UTTAR PRADESH,49
